Code,Drug Name,Pack Size,Strength Measure,Name,Reimbursement Price,Non Proprietary Name,Ref Price,Dental,Reference Priced,INN
67271,Seretide (P.C.O. Mfg.) Evohaler 250 mcg. 120 Dose Aerosol 1 (A),1,250MCG,SERETIDE (P.C.O. MFG.),32.26,,28.78,N,Y,"SALMETEROL, AND OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES"
67272,Ventizolve Nasal Spray Soln. 1.26 mg. in Single Dose Container 2 (A),2,1.26MG,VENTIZOLVE SINGLE DOSE CONTAINER,26.01,,0.0,N,N,NALOXONE
67273,Zebinix (P.C.O Mfg.) Tabs. 200 mg. 60 (A),60,200MG,ZEBINIX (P.C.O MFG.),59.38,,0.0,N,N,ESLICARBAZEPINE
67274,"Zoftacot Eye Drops, Soln. 3.35 mg./ml. in Single Dose Container 0.4 ml. 30 (A)",30,3.35MG/ML,ZOFTACOT IN SINGLE DOSE CONTAINER,8.42,,0.0,N,N,HYDROCORTISONE SODIUM PHOSPHATE
67275,Zyban (P.C.O. Mfg.) Prolonged Release Tabs. 150 mg. 100 (A),100,150MG,ZYBAN (P.C.O. MFG.) PROLONGED RELEASE,88.41,,0.0,N,N,BUPROPION
55564,Fampyra Prolonged Release Tabs. 10 mg. 28 (Positive Responder Only Ref. Circ. 023/15) (A),28,10MG,FAMPYRA PROLONGED RELEASE (POSITIVE RESPONDERS ONLY REF CIRC. 023/15),78.93,,0.0,N,N,FAMPRIDINE
89335,Verzenios Film Coated Tabs. 50 mg. 56 (A),56,50MG,VERZENIOS,0.0,,0.0,N,N,ABEMACICLIB
89336,Verzenios Film Coated Tabs. 100 mg. 56  (A),56,100MG,VERZENIOS,0.0,,0.0,N,N,ABEMACICLIB
89337,Verzenios Film Coated Tabs. 150 mg. 56 (A),56,150MG,VERZENIOS,0.0,,0.0,N,N,ABEMACICLIB
89338,Wakix (iMED Healthcare Ltd.) Film Coated Tabs. 18 mg. 30 (A),30,18MG,WAKIX (IMED HEALTHCARE LTD.),0.0,,0.0,N,N,PITOLISANT
89391,Vydura Oral Lyophilisate 75 mg. 2 (A),2,75MG,VYDURA,0.0,,0.0,N,N,RIMEGEPANT
89392,Vydura Oral Lyophilisate 75 mg. 8 (A),8,75MG,VYDURA,0.0,,0.0,N,N,RIMEGEPANT
94394,Modulen IBD 350 G. Pack 1 (A),1,,MODULEN IBD 350 G. PACK,13.5,,0.0,N,N,MILK SUBSTITUTE - IBD
67239,Flucloxacillin (Azure Pharmaceuticals) Film Coated Tabs. 500 mg. 100 (A),100,500MG,FLUCLOXACILLIN (AZURE PHARMACEUTICALS),32.58,,0.0,Y,N,FLUCLOXACILLIN
89343,Amgevita Soln. for Inj. in Pre-filled Pen. 40 mg./0.4 ml. 0.4 ml. 2 (A),2,40MG/0.4ML,AMGEVITA SOLN. FOR INJ. IN,0.0,,0.0,N,N,ADALIMUMAB
89344,Amgevita Soln. for Inj. in Pre-filled Pen. 80 mg./0.8 ml. 0.8 ml. 1 (A),1,80MG/0.8 ML,AMGEVITA SOLN. FOR INJ. IN,0.0,,0.0,N,N,ADALIMUMAB
89345,Amgevita Soln. for Inj. in Pre-filled Syringe 20 mg./0.2 ml. 0.2 ml. 1 (A),1,20MG/0.2 ML,AMGEVITA SOLN. FOR INJ. IN,0.0,,0.0,N,N,ADALIMUMAB
89346,Amgevita Soln. for Inj. in Pre-filled Syringe 40 mg./0.4 ml. 0.4 ml. 2 (A),2,40MG/0.4 ML,AMGEVITA SOLN. FOR INJ. IN,0.0,,0.0,N,N,ADALIMUMAB
89347,Evenity Soln. for Inj. in Pre-filled Pen 105 mg. 2 (A),2,105MG,EVENITY SOLN. FOR INJ. IN,0.0,,0.0,N,N,ROMOSOZUMAB
89348,Steqeyma Soln. for Inj. in Pre-filled Syringe 45 mg./0.5 ml. 0.5 ml. 1 (A),1,45MG/0.5 ML,STEQEYMA SOLN. FOR INJ. IN ,0.0,,0.0,N,N,USTEKINUMAB
89349,Steqeyma Soln. for Inj. in Pre-filled Syringe 90 mg./1 ml. 1 ml. 1 (A),1,90MG/1 ML,STEQEYMA SOLN. FOR INJ. IN,0.0,,0.0,N,N,USTEKINUMAB
89350,Teriflunomide (Clonmel Healthcare) Film Coated Tabs. 14 mg. 28  (A),28,14MG,TERIFLUNOMIDE (CLONMEL HEALTHCARE) ,0.0,,0.0,N,N,TERIFLUNOMIDE
94391,Simplera Sync Sensor MMT-5120C1 5 (A),5,,SIMPLERA SYNC MMT-5120C1,239.0,,0.0,N,N,CONTINUOUS GLUCOSE MONITORING SYSTEMS
94372,Coloplast Brava Protective Sheet  15 cm. x 15 cm. 3215 5 (A),5,,COLOPLAST BRAVA 15 CM. X 15 CM. 3215,14.15,,0.0,N,N,SKIN PROTECTORS
94373,Coloplast Brava Protective Sheet  20 cm. x 20 cm. 3220 5 (A),5,,COLOPLAST BRAVA 20 CM. X 20 CM. 3220 ,14.15,,0.0,N,N,SKIN PROTECTORS
94393,Hollister CeraPlus Barrier Extender 79402 30 (A),30,,HOLLISTER CERAPLUS 79402,23.1,,0.0,N,N,ADHESIVE HYDROCOLLOID BARRIER EXTENSIONS - GMS
89351,Pegasys Soln. for Inj. in Pre Filled Syr. 90 mcg./0.5 ml. 0.5 ml. 1 (A),1,90MCG/0.5 ML,PEGASYS SOLN FOR INJ IN,0.0,,0.0,N,N,PEGINTERFERON ALFA-2A
55565,Laxiriva Pdr. for Oral Soln. 13.8 G. Sachet 50 (A),50,13.8G,LAXIRIVA PDR. FOR ORAL SOLN,14.84,,0.0,N,N,MACROGOL
67276,Aciclovir (Thame Laboratories) Oral Susp. 200 mg./5 ml. 125 ml. (B),125,200MG/5 ML,ACICLOVIR (THAME LABORATORIES),11.77,,0.0,Y,N,ACICLOVIR
67277,Blissel Vaginal Gel 50 mcg./G. 30 G. c. Applicator Pack 1 (A),1,50MCG/G,BLISSEL,17.82,,0.0,N,N,ESTRIOL
67278,Clobazam Thame (Azure Pharmaceuticals) Oral Susp. 5 mg./5 ml. 150 ml. (B),150,5MG/5 ML,CLOBAZAM THAME (AZURE PHARMACEUTICALS),100.48,,0.0,N,N,CLOBAZAM
67279,Clobazam Thame (Azure Pharmaceuticals) Oral Susp. 10 mg./5 ml. 150 ml. (B),150,10  MG/5 ML,CLOBAZAM THAME (AZURE PHARMACEUTICALS) ,100.48,,0.0,N,N,CLOBAZAM
67280,Invega (P.C.O. Mfg.) Prolonged Release Tabs. 9 mg. 28 (A),28,9MG,INVEGA (P.C.O. MFG.) PROLONGED RELEASE,71.41,,0.0,N,N,PALIPERIDONE
67281,Lamictal (P.C.O. Mfg.) Tabs. 25 mg. 56 (A),56,25MG,LAMICTAL (P.C.O. MFG.),13.21,,0.0,N,N,LAMOTRIGINE
67282,Lamictal (P.C.O. Mfg.) Tabs. 25 mg. 60 (A),60,25MG,LAMICTAL (P.C.O. MFG.),14.15,,0.0,N,N,LAMOTRIGINE
67283,"Ozempic (BModesto B.V.) Once Weekly Soln. for Inj. in Pre-filled Pen 0.5 mg. (1 pre-filled pen, 4 needles) Pack 1 (A)",1,0.5MG,"OZEMPIC (BMODESTO B.V.) ONCE WEEKLY SOLN. FOR INJ. IN PRE-FILLED PEN (1 PRE-FILLED PEN, 4 NEEDLES)",88.32,,0.0,N,N,SEMAGLUTIDE
67284,Propranolol (P.C.O. Mfg.) Film Coated Tabs. 40 mg. 50 (A),50,40MG,PROPRANOLOL (P.C.O. MFG.),3.39,,0.0,N,N,PROPRANOLOL
55532,Warfarin TEVA Tabs. 1 mg. 28 (A),28,1MG,WARFARIN TEVA,0.87,,0.0,N,N,WARFARIN
67209,Cariban Modified Release Hard Caps. 10 mg./10 mg. 24 (A),24,10/10MG,CARIBAN MODIFIED RELEASE,13.6,,0.0,N,N,DOXYLAMINE/PYRIDOXINE
67215,Lixiana (BModesto B.V.) Film Coated Tabs. 30 mg. 28 (A),28,30MG,LIXIANA (BMODESTO B.V.),57.26,,0.0,N,N,EDOXABAN
67216,Lixiana (BModesto B.V.) Film Coated Tabs. 60 mg. 28 (A),28,60MG,LIXIANA (BMODESTO B.V.),56.76,,0.0,N,N,EDOXABAN
67221,Targaxan Film Coated Tabs. 550 mg. 98 (A),98,550MG,TARGAXAN,495.96,,0.0,N,N,RIFAXIMIN
67212,HYABAK Eye Drops Soln. 0.15%. 10 ml. Bottle 1  (A),1,0.15%,HYABAK,5.4,,0.0,N,N,SODIUM HYALURONATE
89395,Otulfi Soln. for Inj. in Pre-filled Syringe 45 mg./0.5 ml. 0.5 ml. 1 (A),1,45MG/0.5 ML,OTULFI SOLN. FOR INJ. IN,0.0,,0.0,N,N,USTEKINUMAB
89394,Myfortic (P.C.O. Mfg.) Gastro Resistant Tabs. 360 mg. 120 (A),120,360MG,MYFORTIC (P.C.O. MFG.) GASTRO RESISTANT,0.0,,0.0,N,N,MYCOPHENOLIC ACID
89396,Otulfi Soln. for Inj. in Pre-filled Syringe 90 mg./1 ml. 1 ml. 1 (A),1,90MG/1 ML,OTULFI SOLN. FOR INJ. IN,0.0,,0.0,N,N,USTEKINUMAB
94398,B Braun Softima Active O Convex Urostomy Pouch 4642715E/25E/30E 10 (A),10,,B BRAUN 4642715E/25E/30E SOFTIMA  ACTIVE O CONVEX UROSTOMY,37.1,,0.0,N,N,
89398,Fingolimod (Clonmel) Hard Caps. 0.5 mg. 28 (A),28,0.5MG,FINGOLIMOD (CLONMEL),0.0,,615.16,N,Y,FINGOLIMOD
89399,Fingolimod (Flynn Pharma) Hard Caps. 0.5 mg. 28 (A),28,0.5MG,FINGOLIMOD (FLYNN PHARMA),0.0,,615.16,N,Y,FINGOLIMOD
89400,Fingolimod (Tillomed) Hard Caps. 0.5 mg. 28 (A),28,0.5MG,FINGOLIMOD (TILLOMED),0.0,,615.16,N,Y,FINGOLIMOD
89402,Fruzaqla Hard Caps. 5 mg. 21 (A),21,5MG,FRUZAQLA,0.0,,0.0,N,N,FRUQUINTINIB
89403,Fulvestrant (JED Pharma) Soln. for Inj. in Pre-filled Syringe 250 mg./5 ml. 5 ml. 2  (A),2,250MG/5 ML,FULVESTRANT (JED PHARMA) SOLN. FOR INJ. IN,0.0,,139.86,N,Y,FULVESTRANT
89404,Imuldosa (Accord Healthcare Ltd.) Soln. for Inj. in Pre-filled Syringe 45 mg./0.5 ml. 0.5 ml. 1 (A),1,45MG/0.5 ML,IMULDOSA (ACCORD HEALTHCARE LTD.) SOLN. FOR INJ. IN,0.0,,0.0,N,N,USTEKINUMAB
89405,Imuldosa (Accord Healthcare Ltd.) Soln. for Inj. in Pre-filled Syringe 90 mg./1 ml. 1 ml. 1 (A),1,90MG/1 ML,IMULDOSA (ACCORD HEALTHCARE LTD.) SOLN. FOR INJ. IN,0.0,,0.0,N,N,USTEKINUMAB
89419,Aranesp (BModesto B.V.) Soln. for Inj. in Pre-filled Syringe 300 mcg. 1 (A),1,300MCG,ARANESP (BMODESTO B.V.) SOLN. FOR INJ. IN,0.0,,0.0,N,N,DARBEPOETIN ALFA
55566,Furosemide (Clonmel) Tabs. 20 mg. 28 (A),28,20MG,FUROSEMIDE (CLONMEL),0.92,,0.0,N,N,FUROSEMIDE
55567,Furosemide (Clonmel) Tabs. 40 mg. 28 (A),28,40MG,FUROSEMIDE (CLONMEL),0.59,,0.0,N,N,FUROSEMIDE
67360,Lercaril (iMED Healthcare Ltd.) Film Coated Tabs. 10 mg./10 mg. 28 (A),28,10/10MG/MG,LERCARIL (IMED HEALTHCARE LTD.),8.0,,0.0,N,N,ENALAPRIL AND LERCANIDIPINE
67361,Lercaril (iMED Healthcare Ltd.) Film Coated Tabs. 20 mg./10 mg. 28 (A),28,20/10MG/MG,LERCARIL (IMED HEALTHCARE LTD.),9.1,,0.0,N,N,ENALAPRIL AND LERCANIDIPINE
67367,Proscar (iMED Healthcare Ltd.) Film Coated Tabs. 5 mg. 28 (A),28,5MG,PROSCAR (IMED HEALTHCARE LTD.) ,11.64,,0.0,N,N,FINASTERIDE
67368,Rivaroxaban (Accord Healthcare Ltd.) Film Coated Tabs. 10 mg. 30 (A),30,10MG,RIVAROXABAN (ACCORD HEALTHCARE LTD.),26.33,,0.0,N,N,RIVAROXABAN
67369,Rivaroxaban (Accord Healthcare Ltd.) Film Coated Tabs. 15 mg. 28 (A),28,15MG,RIVAROXABAN (ACCORD HEALTHCARE LTD.),24.0,,0.0,N,N,RIVAROXABAN
67371,Rivaroxaban (Accord Healthcare Ltd.) Film Coated Tabs. 20 mg. 28 (A),28,20MG,RIVAROXABAN (ACCORD HEALTHCARE LTD.),24.28,,0.0,N,N,RIVAROXABAN
67372,Rivaroxaban Teva Film Coated Tabs. 10 mg. 30 (A),30,10MG,RIVAROXABAN TEVA,26.33,,0.0,N,N,RIVAROXABAN
67376,Rivaroxaban Viatris Film Coated Tabs. 10 mg. 30 (A),30,10MG,RIVAROXABAN VIATRIS,26.33,,0.0,N,N,RIVAROXABAN
67377,Rivaroxaban Viatris Film Coated Tabs. 15 mg. 28 (A),28,15MG,RIVAROXABAN VIATRIS,24.0,,0.0,N,N,RIVAROXABAN
67378,Rivaroxaban Viatris Film Coated Tabs. 20 mg. 28 (A),28,20MG,RIVAROXABAN VIATRIS,24.28,,0.0,N,N,RIVAROXABAN
67379,Seroquel (iMED Healthcare Ltd.) Film Coated Tabs. 100 mg. 60 (A),60,100MG,SEROQUEL (IMED HEALTHCARE LTD.),56.53,,11.4,N,Y,QUETIAPINE
67380,Singulair (iMED Healthcare Ltd.) Film Coated Tabs. 10 mg. 28 (A),28,10 MG,SINGULAIR (IMED HEALTHCARE LTD.),10.56,,5.88,N,Y,MONTELUKAST
67383,Zanaflex (iMED Healthcare Ltd.) Tabs. 2 mg. 120 (A),120,2MG,ZANAFLEX (IMED HEALTHCARE LTD.),32.82,,0.0,N,N,TIZANIDINE
67388,Zebinix (iMED Healthcare Ltd.) Tabs. 800 mg. 30 (A),30,800MG,ZEBINIX (IMED HEALTHCARE LTD.),107.1,,0.0,N,N,ESLICARBAZEPINE
89437,Alyftrek Film Coated Tabs. 50 mg./20 mg./4 mg. 84 (A),84,50/20/4MG,ALYFTREK,0.0,,0.0,N,N,"DEUTIVACAFTOR, TEZACAFTOR, VANZACAFTOR"
89438,Alyftrek Film Coated Tabs. 125 mg./50 mg./10 mg. 56 (A),56,125/50/10MG,ALYFTREK,0.0,,0.0,N,N,"DEUTIVACAFTOR, TEZACAFTOR, VANZACAFTOR"
89444,Mubucho Film Coated Tabs. 16 mg. 60 (A),60,16MG,MUBUCHO,0.0,,0.0,N,N,DASATINIB
89445,Mubucho Film Coated Tabs. 40 mg. 60 (A),60,40MG,MUBUCHO,0.0,,0.0,N,N,DASATINIB
89446,Mubucho Film Coated Tabs. 55 mg. 60 (A),60,55MG,MUBUCHO,0.0,,0.0,N,N,DASATINIB
89449,Sandostatin LAR (P.C.O. Mfg.) Pdr. and Solv. for Susp. for Inj. 10 mg. Vial 1 (A),1,10MG,SANDOSTATIN LAR (P.C.O. MFG.) PDR. AND SOLV. FOR,0.0,,0.0,N,N,OCTREOTIDE
67286,Eplerenone (MSN) Film Coated Tabs. 50 mg. 28 (A),28,50MG,EPLERENONE (MSN),14.52,,14.5208,N,Y,EPLERENONE
94396,B Braun Softima Active O Convex High Flow Pouch 4632716E 10  (A),10,,B BRAUN 4632716E SOFTIMA  ACTIVE O CONVEX HIGH FLOW,57.2,,0.0,N,N,
67291,Atorvas (Rowex) Film Coated Tabs. 20 mg. 28 (A),28,20MG,ATORVAS (ROWEX),3.02,,3.0212,N,Y,ATORVASTATIN
67292,Atorvas (Rowex) Film Coated Tabs. 40 mg. 28 (A),28,40MG,ATORVAS (ROWEX) ,3.63,,3.6316,N,Y,ATORVASTATIN
67293,Atorvas (Rowex) Film Coated Tabs. 80 mg. 28 (A),28,80MG,ATORVAS (ROWEX),6.35,,6.3504,N,Y,ATORVASTATIN
67294,"Azelastine hydrochloride/Fluticasone Propionate (Rowex) Nasal Spray Susp. 137 mcg./50 mcg. per actuation, 23 G. Bottle 1  (A)",1,137/50MCG,AZELASTINE HYDROCHLORIDE/FLUTICASONE PROPIONATE (ROWEX) NASAL SPRAY,7.39,,7.39,N,Y,"FLUTICASONE, COMBINATIONS"
67296,Furosemide (Pinewood) Tabs. 20 mg. 100 (A),100,20MG,FUROSEMIDE (PINEWOOD),3.29,,0.0,N,N,FUROSEMIDE
67298,Mirtazapine (Bluefish) Film Coated Tabs. 15 mg. 30 (A),30,15MG,MIRTAZAPINE (BLUEFISH),3.6,,3.6,N,Y,MIRTAZAPINE
67299,Mirtazapine (Bluefish) Film Coated Tabs. 30 mg. 30 (A),30,30MG,MIRTAZAPINE (BLUEFISH),4.8,,4.8,N,Y,MIRTAZAPINE
67301,Mirtazapine (Bluefish) Film Coated Tabs. 45 mg. 30 (A),30,45MG,MIRTAZAPINE (BLUEFISH),7.8,,7.8,N,Y,MIRTAZAPINE
89410,Balversa Film Coated Tabs. 4 mg. 56 (A),56,4MG,BALVERSA,0.0,,0.0,N,N,ERDAFITINIB
89411,Balversa Film Coated Tabs. 5 mg. 28 (A),28,5MG,BALVERSA,0.0,,0.0,N,N,ERDAFITINIB
89412,Betaferon (BModesto B.V.) Pdr. & Solv. for Soln. for Inj. 250 mcg./ml. 15 (A),15,250MCG/ML,BETAFERON (BMODESTO B.V.) PDR. & SOLV.,0.0,,0.0,N,N,INTERFERON BETA-1B
89413,Fintepla Oral Soln. 2.2 mg./ml. 120 ml. (B),120,2.2MG/ML,FINTEPLA,0.0,,0.0,N,N,FENFLURAMINE
67347,Ovestin Vaginal Cream 1 mg./G. 15 G. c. Applicator Pack 1 (A),1,1MG/G,OVESTIN,7.37,,0.0,N,N,ESTRIOL
67349,Zirpine Oral Soln. 1 mg./ml. 100 ml. (B),100,1MG/ML,ZIRPINE,1.98,,0.0,N,N,CETIRIZINE DIHYDROCHLORIDE
94422,mylife YpsoPump Orbitmicro Infusion Set 2.0 (5.5 mm./45 cm.) MYOYP2-1851 10                                                                                     (A),10,,MYLIFE YPSOPUMP ORBITMICRO 2.0 (5.5 MM./45 CM.) MYOYP2-1851                  ,85.0,,0.0,N,N,
94432,mylife YpsoPump Orbitmicro Infusion Set 2.0 (8.5 mm./60 cm.) MYOYP2-2481 10 (A),10,,MYLIFE YPSOPUMP ORBITMICRO 2.0 (8.5 MM./60 CM.) MYOYP2-2481,85.0,,0.0,N,N,
94436,mylife YpsoPump Orbitmicro Infusion Set 2.0 (5.5 mm./80 cm.) MYOYP2-3151 10 (A),10,,MYLIFE YPSOPUMP ORBITMICRO 2.0 (5.5 MM./80 CM.) MYOYP2-3151 ,85.0,,0.0,N,N,
94438,mylife YpsoPump Orbitmicro Infusion Set 2.0 (8.5 mm./80 cm.) MYOYP2-3181 10 (A),10,,MYLIFE YPSOPUMP ORBITMICRO 2.0 (8.5 MM./80 CM.) MYOYP2-3181,85.0,,0.0,N,N,
89426,Axitinib (Accord Healthcare Ltd.) Film Coated Tabs. 1 mg. 56 (A),56,1MG,AXITINIB (ACCORD HEALTHCARE LTD.),0.0,,0.0,N,N,AXITINIB
67373,Rivaroxaban Teva Film Coated Tabs. 15 mg. 28 (A),28,15MG,RIVAROXABAN TEVA,23.97,,0.0,N,N,RIVAROXABAN
67374,Rivaroxaban Teva Film Coated Tabs. 20 mg. 28 (A),28,20MG,RIVAROXABAN TEVA,24.25,,0.0,N,N,RIVAROXABAN
67381,Twynsta (iMED Healthcare Ltd.) Tabs. 80 mg./10 mg. 28 (A),28,80/10MG,TWYNSTA (IMED HEALTHCARE LTD.),15.41,,0.0,N,N,TELMISARTAN AND AMLODIPINE
67382,Xyzal (iMED Healthcare Ltd.) Oral Soln. 0.5 mg./ml. 200 ml. (B),200,0.5MG/ML,XYZAL (IMED HEALTHCARE LTD.),5.63,,0.0,N,N,LEVOCETIRIZINE
67384,Zanaflex (iMED Healthcare Ltd.) Tabs. 4 mg. 120 (A),120,4MG,ZANAFLEX (IMED HEALTHCARE LTD.),45.52,,0.0,N,N,TIZANIDINE
67385,Zanidip (iMED Healthcare Ltd.) Film Coated Tabs. 10 mg. 28 (A),28,10MG,ZANIDIP (IMED HEALTHCARE LTD.),5.73,,3.1808,N,Y,LERCANIDIPINE
67362,Lercaril (iMED Healthcare Ltd.) Film Coated Tabs. 20 mg./20 mg. 30 (A),30,20/20MG/MG,LERCARIL (IMED HEALTHCARE LTD.),9.41,,0.0,N,N,ENALAPRIL AND LERCANIDIPINE
67049,Apixaban Mylan Film Coated Tabs. 5 mg. 28 (A),28,5MG,APIXABAN MYLAN,12.33,,0.0,N,N,APIXABAN
67051,Apixaban Mylan Film Coated Tabs. 5 mg. 60 (A),60,5MG,APIXABAN MYLAN,25.48,,0.0,N,N,APIXABAN 
89277,Bimzelx Soln. for Inj. in Pre-filled Pen. 160 mg. 2 (A),2,160MG,BIMZELX SOLN FOR INJ IN,0.0,,0.0,N,N,BIMEKIZUMAB
89278,Bimzelx Soln. for Inj. in Pre-filled Syr. 160 mg. 2 (A),2,160MG,BIMZELX SOLN FOR INJ IN,0.0,,0.0,N,N,BIMEKIZUMAB
67002,Palmeux Prolonged Release Susp. for Inj. in Pre-filled Syr. 75 mg. 1  (A),1,75MG,PALMEUX PROLONGED RELEASE SUSP. FOR INJ. IN,111.27,,0.0,N,N,PALIPERIDONE
67003,Palmeux Prolonged Release Susp. for Inj. in Pre-filled Syr. 100 mg. 1 (A),1,100MG,PALMEUX PROLONGED RELEASE SUSP. FOR INJ. IN,141.38,,0.0,N,N,PALIPERIDONE
67015,Cetirizine dihydrochloride (Pinewood) Film Coated Tabs. 10 mg. 30 (A),30,10MG,CETIRIZINE DIHYDROCHLORIDE (PINEWOOD),2.05,,0.0,N,N,CETIRIZINE DIHYDROCHLORIDE
67017,Fesoterodine (Pinewood) Prolonged Release Tabs. 4 mg. 28 (A),28,4MG,FESOTERODINE (PINEWOOD),13.09,,0.0,N,N,FESOTERODINE
67018,Fesoterodine (Pinewood) Prolonged Release Tabs. 8 mg. 28 (A),28,8MG,FESOTERODINE (PINEWOOD),15.01,,0.0,N,N,FESOTERODINE
89248,Ketoconazole HRA Tabs. 200 mg. 60 (A),60,200MG,KETOCONAZOLE HRA,0.0,,0.0,N,N,KETOCONAZOLE
89249,Mayzent Film Coated Tabs. 1 mg. 28 (A),28,1MG,MAYZENT,0.0,,0.0,N,N,SIPONIMOD
89250,"Neo Recormon (Originalis B.V.) Soln. for Inj. in Pre-filled Syr. 10,000 iu/0.6 ml. 6  (A)",6,10000IU/0.6 ML,NEO RECORMON (ORIGINALIS B.V.) SOLN. FOR INJ. IN,0.0,,0.0,N,N,ERYTHROPOIETIN
67036,Ontozry Film Coated Tabs. 150 mg. 14 (A),14,150MG,ONTOZRY,69.9,,0.0,N,N,CENOBAMATE
67038,Ontozry Film Coated Tabs. 200 mg. 14  (A),14,200MG,ONTOZRY,68.94,,0.0,N,N,CENOBAMATE
67039,Ontozry Film Coated Tabs. 200 mg. 28 (A),28,200MG,ONTOZRY,138.29,,0.0,N,N,CENOBAMATE
67041,Rosuvastatin/Ezetimibe (KRKA Pharma) Film Coated Tabs. 10 mg./10 mg. 30 (A),30,10/10MG,ROSUVASTATIN/EZETIMIBE (KRKA PHARMA),13.93,,13.929,N,Y,ROSUVASTATIN AND EZETIMIBE
67042,Rosuvastatin/Ezetimibe (KRKA Pharma) Film Coated Tabs. 20 mg./10 mg. 30 (A),30,20/10MG,ROSUVASTATIN/EZETIMIBE (KRKA PHARMA),15.55,,15.549,N,Y,ROSUVASTATIN AND EZETIMIBE
67043,Sitagliptin/Metformin (Clonmel) Film Coated Tabs. 50 mg./850 mg. 56 (A),56,50/850MG,SITAGLIPTIN/METFORMIN (CLONMEL),15.14,,0.0,N,N,SITAGLIPTIN/METFORMIN HYDROCHLORIDE
67044,Sitagliptin/Metformin (Clonmel) Film Coated Tabs. 50 mg./1000 mg. 56 (A),56,50/1000MG,SITAGLIPTIN/METFORMIN (CLONMEL),12.44,,12.432,N,Y,SITAGLIPTIN/METFORMIN HYDROCHLORIDE
67045,Sitagliptin/Metformin Hydrochloride (KRKA Pharma) Film Coated Tabs. 50 mg./850 mg. 56 (A),56,50/850MG,SITAGLIPTIN/METFORMIN HYDROCHLORIDE (KRKA PHARMA),15.14,,0.0,N,N,SITAGLIPTIN/METFORMIN HYDROCHLORIDE
67046,Sitagliptin/Metformin Hydrochloride (KRKA Pharma) Film Coated Tabs. 50 mg./1000 mg. 56 (A),56,50/1000MG,SITAGLIPTIN/METFORMIN HYDROCHLORIDE (KRKA PHARMA),12.44,,12.432,N,Y,SITAGLIPTIN/METFORMIN HYDROCHLORIDE
89234,Dasatinib TEVA Film Coated Tabs. 100 mg. 30 (A),30,100MG,DASATINIB TEVA,0.0,,0.0,N,N,DASATINIB
89235,Lecigon Intestinal Gel Cartridge 20 mg./ml. + 5 mg./ml. + 20 mg./ml. 47 ml. 7 (A),7,20/5/20MG/ML,LECIGON INTESTINAL GEL,0.0,,0.0,N,N,"LEVODOPA, CARBIDOPA  AND ENTACAPONE"
66828,Paliperidone TEVA Prolonged Release Susp. for Inj. in Pre-filled Syr. 50 mg. 1 (A),1,50MG,PALIPERIDONE TEVA PROLONGED RELEASE SUSP. FOR INJ. IN,79.09,,0.0,N,N,PALIPERIDONE
89282,Vitrakvi Hard Caps. 100 mg. 56 (A),56,100MG,VITRAKVI,0.0,,0.0,N,N,LAROTRECTINIB
89283,Vitrakvi Oral Soln. 20 mg./ml. 100 ml. (B),100,20MG/ML,VITRAKVI ,0.0,,0.0,N,N,LAROTRECTINIB
89279,Sorafenib (Accord Healthcare Ltd.) Film Coated Tabs. 200 mg. 112 (A),112,200MG,SORAFENIB (ACCORD HEALTHCARE LTD.),0.0,,0.0,N,N,SORAFENIB
67052,Apeneta (KRKA Pharma) Prolonged Release Tabs. 50 mg. 30 (A),30,50MG,APENETA (KRKA PHARMA) PROLONGED RELEASE,6.8,,0.0,N,N,TAPENTADOL
67053,Apeneta (KRKA Pharma) Prolonged Release Tabs. 50 mg. 60 (A),60,50MG,APENETA (KRKA PHARMA) PROLONGED RELEASE,13.61,,0.0,N,N,TAPENTADOL
67014,"Lumigan Eye Drops, Soln. 0.3 mg./ml. 0.4 ml. in Single Dose Container 30 (A)",30,0.3MG/ML,LUMIGAN SINGLE DOSE CONTAINER,13.17,,0.0,N,N,BIMATOPROST
94410,Ceannaire Derma-S Sterile Non Sting Barrier Film 60819 50 ml. Aerosol 1 (A),1,,CEANNAIRE 60819 DERMA-S STERILE NON STING BARRIER FILM 50 ML.,10.38,,0.0,N,N,
94413,Ceannaire Medi Derma-S Barrier Film Applicator 61076 1 ml. Sachet 5 (A),5,,CEANNAIRE 61076 MEDI DERMA-S BARRIER FILM APPLICATOR 1 ML.,4.29,,0.0,N,N,
94407,Ceannaire Medi Derma-S Barrier Film Pump Spray 60796 30 ml. Pack 1 (A),1,,CEANNAIRE 60796 MEDI DERMA-S BARRIER FILM 30 ML.,6.21,,0.0,N,N,
94411,Ceannaire Medi Derma-S Non Sting Medical Barrier Film Wipes 60307 Pack 30 (A),30,,CEANNAIRE 60307 MEDI DERMA-S NON STING MEDICAL BARRIER FILM,22.51,,0.0,N,N,
94408,Ceannaire Medi Derma-S Sterile Non Sting Barrier Film Applicator 61090 3ml. Sachet 5 (A),5,,CEANNAIRE 61090 MEDI DERMA-S STERILE NON STING BARRIER FILM  APPLICATOR 3 ML.,6.9,,0.0,N,N,
94415,Class Medical Trans Urethral Catheter Safety System (TUCSS) Adult 280-012/14/16/18 10 ml. Syringe Kit 1 (A),1,,CLASS MEDICAL TRANS URETHRAL CATHETER SAFETY SYSTEM (TUCSS) ADULT 10 ML. SYRINGE,21.0,,0.0,N,N,
