Nome do Medicamento;Substância Ativa/DCI;Forma Farmacêutica;Dosagem;Apresentação;Titular de AIM;Via;ATC;PVP;Código;CNPEM
Pantoprazol Alter Genéricos;Pantoprazol;Comprimido gastrorresistente;20 mg;"Blister; 20 unidade(s)";Alter Genéricos - Comercialização de Produtos Genéricos, Lda.;Via oral;A02BC02 - pantoprazole;3,00;5890264;50019813
Pantoprazol Alter Genéricos;Pantoprazol;Comprimido gastrorresistente;20 mg;"Blister; 60 unidade(s)";Alter Genéricos - Comercialização de Produtos Genéricos, Lda.;Via oral;A02BC02 - pantoprazole;3,29;5892278;50019830
Pantoprazol Alter Genéricos;Pantoprazol;Comprimido gastrorresistente;20 mg;"Blister; 14 unidade(s)";Alter Genéricos - Comercialização de Produtos Genéricos, Lda.;Via oral;A02BC02 - pantoprazole;3,84;5044524;50019813
Pantoprazol Alter Genéricos;Pantoprazol;Comprimido gastrorresistente;20 mg;"Blister; 28 unidade(s)";Alter Genéricos - Comercialização de Produtos Genéricos, Lda.;Via oral;A02BC02 - pantoprazole;5,01;5044532;50019821
Pantoprazol Alter Genéricos;Pantoprazol;Comprimido gastrorresistente;20 mg;"Blister; 56 unidade(s)";Alter Genéricos - Comercialização de Produtos Genéricos, Lda.;Via oral;A02BC02 - pantoprazole;9,72;5044540;50019830
Pantoprazol Alter Genéricos;Pantoprazol;Comprimido gastrorresistente;40 mg;"Blister; 20 unidade(s)";Alter Genéricos - Comercialização de Produtos Genéricos, Lda.;Via oral;A02BC02 - pantoprazole;2,14;5890272;50002309
Pantoprazol Alter Genéricos;Pantoprazol;Comprimido gastrorresistente;40 mg;"Blister; 60 unidade(s)";Alter Genéricos - Comercialização de Produtos Genéricos, Lda.;Via oral;A02BC02 - pantoprazole;4,67;5892302;50002325
Pantoprazol Alter Genéricos;Pantoprazol;Comprimido gastrorresistente;40 mg;"Blister; 14 unidade(s)";Alter Genéricos - Comercialização de Produtos Genéricos, Lda.;Via oral;A02BC02 - pantoprazole;4,39;5044557;50002309
Pantoprazol Alter Genéricos;Pantoprazol;Comprimido gastrorresistente;40 mg;"Blister; 28 unidade(s)";Alter Genéricos - Comercialização de Produtos Genéricos, Lda.;Via oral;A02BC02 - pantoprazole;8,64;5044565;50002317
Pantoprazol Alter Genéricos;Pantoprazol;Comprimido gastrorresistente;40 mg;"Blister; 56 unidade(s)";Alter Genéricos - Comercialização de Produtos Genéricos, Lda.;Via oral;A02BC02 - pantoprazole;14,47;5044573;50002325
Pantoprazol Aurobindo;Pantoprazol;Comprimido gastrorresistente;20 mg;"Blister; 14 unidade(s)";Generis Farmacêutica, S.A.;Via oral;A02BC02 - pantoprazole;2,85;5370234;50019813
Pantoprazol Aurobindo;Pantoprazol;Comprimido gastrorresistente;20 mg;"Blister; 56 unidade(s)";Generis Farmacêutica, S.A.;Via oral;A02BC02 - pantoprazole;3,79;5370267;50019830
Pantoprazol Aurobindo;Pantoprazol;Comprimido gastrorresistente;40 mg;"Blister; 14 unidade(s)";Generis Farmacêutica, S.A.;Via oral;A02BC02 - pantoprazole;3,74;5370317;50002309
Pantoprazol Aurobindo;Pantoprazol;Comprimido gastrorresistente;40 mg;"Blister; 56 unidade(s)";Generis Farmacêutica, S.A.;Via oral;A02BC02 - pantoprazole;5,79;5370341;50002325
Pantoprazol Aurovitas;Pantoprazol;Comprimido gastrorresistente;20 mg;"Blister; 14 unidade(s)";Generis Farmacêutica, S.A.;Via oral;A02BC02 - pantoprazole;3,37;5726534;50019813
Pantoprazol Aurovitas;Pantoprazol;Comprimido gastrorresistente;20 mg;"Blister; 56 unidade(s)";Generis Farmacêutica, S.A.;Via oral;A02BC02 - pantoprazole;4,65;5726542;50019830
Pantoprazol Aurovitas;Pantoprazol;Comprimido gastrorresistente;40 mg;"Blister; 14 unidade(s)";Generis Farmacêutica, S.A.;Via oral;A02BC02 - pantoprazole;4,39;5726559;50002309
Pantoprazol Aurovitas;Pantoprazol;Comprimido gastrorresistente;40 mg;"Blister; 56 unidade(s)";Generis Farmacêutica, S.A.;Via oral;A02BC02 - pantoprazole;6,68;5726567;50002325
Pantoprazol Bluepharma;Pantoprazol;Comprimido gastrorresistente;20 mg;"Blister; 56 unidade(s)";Bluepharma Genéricos - Comércio de Medicamentos S.A.;Via oral;A02BC02 - pantoprazole;6,68;5171756;50019830
Pantoprazol Bluepharma;Pantoprazol;Comprimido gastrorresistente;20 mg;"Blister; 14 unidade(s)";Bluepharma Genéricos - Comércio de Medicamentos S.A.;Via oral;A02BC02 - pantoprazole;3,21;5171731;50019813
Pantoprazol Bluepharma;Pantoprazol;Comprimido gastrorresistente;20 mg;"Frasco; 14 unidade(s)";Bluepharma Genéricos - Comércio de Medicamentos S.A.;Via oral;A02BC02 - pantoprazole;3,13;5171764;50019813
Pantoprazol Bluepharma;Pantoprazol;Comprimido gastrorresistente;20 mg;"Blister; 28 unidade(s)";Bluepharma Genéricos - Comércio de Medicamentos S.A.;Via oral;A02BC02 - pantoprazole;4,90;5171749;50019821
Pantoprazol Bluepharma;Pantoprazol;Comprimido gastrorresistente;20 mg;"Frasco; 28 unidade(s)";Bluepharma Genéricos - Comércio de Medicamentos S.A.;Via oral;A02BC02 - pantoprazole;4,90;5171772;50019821
Pantoprazol Bluepharma;Pantoprazol;Comprimido gastrorresistente;20 mg;"Frasco; 56 unidade(s)";Bluepharma Genéricos - Comércio de Medicamentos S.A.;Via oral;A02BC02 - pantoprazole;9,48;5171806;50019830
Pantoprazol Bluepharma;Pantoprazol;Comprimido gastrorresistente;40 mg;"Blister; 56 unidade(s)";Bluepharma Genéricos - Comércio de Medicamentos S.A.;Via oral;A02BC02 - pantoprazole;9,97;5171830;50002325
Pantoprazol Bluepharma;Pantoprazol;Comprimido gastrorresistente;40 mg;"Blister; 14 unidade(s)";Bluepharma Genéricos - Comércio de Medicamentos S.A.;Via oral;A02BC02 - pantoprazole;4,39;5171814;50002309
Pantoprazol Bluepharma;Pantoprazol;Comprimido gastrorresistente;40 mg;"Frasco; 14 unidade(s)";Bluepharma Genéricos - Comércio de Medicamentos S.A.;Via oral;A02BC02 - pantoprazole;4,28;5171848;50002309
Pantoprazol Bluepharma;Pantoprazol;Comprimido gastrorresistente;40 mg;"Blister; 28 unidade(s)";Bluepharma Genéricos - Comércio de Medicamentos S.A.;Via oral;A02BC02 - pantoprazole;8,44;5171822;50002317
Pantoprazol Bluepharma;Pantoprazol;Comprimido gastrorresistente;40 mg;"Frasco; 28 unidade(s)";Bluepharma Genéricos - Comércio de Medicamentos S.A.;Via oral;A02BC02 - pantoprazole;8,44;5171855;50002317
Pantoprazol Bluepharma;Pantoprazol;Comprimido gastrorresistente;40 mg;"Frasco; 56 unidade(s)";Bluepharma Genéricos - Comércio de Medicamentos S.A.;Via oral;A02BC02 - pantoprazole;14,11;5171863;50002325
Pantoprazol Braiter;Pantoprazol;Comprimido gastrorresistente;20 mg;"Blister; 10 unidade(s)";Pentafarma - Sociedade Técnico-Medicinal, S.A.;Via oral;A02BC02 - pantoprazole;3,84;5082839;50019813
Pantoprazol Braiter;Pantoprazol;Comprimido gastrorresistente;20 mg;"Blister; 60 unidade(s)";Pentafarma - Sociedade Técnico-Medicinal, S.A.;Via oral;A02BC02 - pantoprazole;8,83;5082862;50019830
Pantoprazol Braiter;Pantoprazol;Comprimido gastrorresistente;20 mg;"Blister; 14 unidade(s)";Pentafarma - Sociedade Técnico-Medicinal, S.A.;Via oral;A02BC02 - pantoprazole;3,84;5082847;50019813
Pantoprazol Braiter;Pantoprazol;Comprimido gastrorresistente;20 mg;"Blister; 56 unidade(s)";Pentafarma - Sociedade Técnico-Medicinal, S.A.;Via oral;A02BC02 - pantoprazole;9,72;5082854;50019830
Pantoprazol Braiter;Pantoprazol;Comprimido gastrorresistente;40 mg;"Blister; 10 unidade(s)";Pentafarma - Sociedade Técnico-Medicinal, S.A.;Via oral;A02BC02 - pantoprazole;1,26;5083522;50002309
Pantoprazol Braiter;Pantoprazol;Comprimido gastrorresistente;40 mg;"Blister; 60 unidade(s)";Pentafarma - Sociedade Técnico-Medicinal, S.A.;Via oral;A02BC02 - pantoprazole;13,27;5083555;50002325
Pantoprazol Braiter;Pantoprazol;Comprimido gastrorresistente;40 mg;"Blister; 14 unidade(s)";Pentafarma - Sociedade Técnico-Medicinal, S.A.;Via oral;A02BC02 - pantoprazole;4,39;5083530;50002309
Pantoprazol Braiter;Pantoprazol;Comprimido gastrorresistente;40 mg;"Blister; 56 unidade(s)";Pentafarma - Sociedade Técnico-Medicinal, S.A.;Via oral;A02BC02 - pantoprazole;14,47;5083548;50002325
Pantoprazol Ciclum;Pantoprazol;Comprimido gastrorresistente;20 mg;"Blister; 14 unidade(s)";Ciclum Farma Unipessoal, Lda.;Via oral;A02BC02 - pantoprazole;3,85;5087556;50019813
Pantoprazol Ciclum;Pantoprazol;Comprimido gastrorresistente;20 mg;"Blister; 56 unidade(s)";Ciclum Farma Unipessoal, Lda.;Via oral;A02BC02 - pantoprazole;6,68;5087572;50019830
Pantoprazol Ciclum;Pantoprazol;Comprimido gastrorresistente;40 mg;"Blister; 14 unidade(s)";Ciclum Farma Unipessoal, Lda.;Via oral;A02BC02 - pantoprazole;4,39;5087614;50002309
Pantoprazol Ciclum;Pantoprazol;Comprimido gastrorresistente;40 mg;"Blister; 56 unidade(s)";Ciclum Farma Unipessoal, Lda.;Via oral;A02BC02 - pantoprazole;5,38;5087630;50002325
Pantoprazol Farmoz;Pantoprazol;Comprimido gastrorresistente;20 mg;"Blister; 10 unidade(s)";Farmoz - Sociedade Técnico Medicinal, S.A.;Via oral;A02BC02 - pantoprazole;3,84;5083860;50019813
Pantoprazol Farmoz;Pantoprazol;Comprimido gastrorresistente;20 mg;"Blister; 60 unidade(s)";Farmoz - Sociedade Técnico Medicinal, S.A.;Via oral;A02BC02 - pantoprazole;6,68;5083910;50019830
Pantoprazol Farmoz;Pantoprazol;Comprimido gastrorresistente;20 mg;"Blister; 14 unidade(s)";Farmoz - Sociedade Técnico Medicinal, S.A.;Via oral;A02BC02 - pantoprazole;3,84;5083878;50019813
Pantoprazol Farmoz;Pantoprazol;Comprimido gastrorresistente;20 mg;"Blister; 56 unidade(s)";Farmoz - Sociedade Técnico Medicinal, S.A.;Via oral;A02BC02 - pantoprazole;9,72;5083902;50019830
Pantoprazol Farmoz;Pantoprazol;Comprimido gastrorresistente;40 mg;"Blister; 10 unidade(s)";Farmoz - Sociedade Técnico Medicinal, S.A.;Via oral;A02BC02 - pantoprazole;1,48;5083928;50002309
Pantoprazol Farmoz;Pantoprazol;Comprimido gastrorresistente;40 mg;"Blister; 60 unidade(s)";Farmoz - Sociedade Técnico Medicinal, S.A.;Via oral;A02BC02 - pantoprazole;6,68;5083951;50002325
Pantoprazol Farmoz;Pantoprazol;Comprimido gastrorresistente;40 mg;"Blister; 14 unidade(s)";Farmoz - Sociedade Técnico Medicinal, S.A.;Via oral;A02BC02 - pantoprazole;4,39;5083936;50002309
Pantoprazol Farmoz;Pantoprazol;Comprimido gastrorresistente;40 mg;"Blister; 56 unidade(s)";Farmoz - Sociedade Técnico Medicinal, S.A.;Via oral;A02BC02 - pantoprazole;14,47;5083944;50002325
Pantoprazol Generis;Pantoprazol;Comprimido gastrorresistente;20 mg;"Blister; 14 unidade(s)";Generis Farmacêutica, S.A.;Via oral;A02BC02 - pantoprazole;3,84;5719356;50019813
Pantoprazol Generis;Pantoprazol;Comprimido gastrorresistente;20 mg;"Blister; 56 unidade(s)";Generis Farmacêutica, S.A.;Via oral;A02BC02 - pantoprazole;6,68;5719364;50019830
Pantoprazol Generis;Pantoprazol;Comprimido gastrorresistente;40 mg;"Blister; 14 unidade(s)";Generis Farmacêutica, S.A.;Via oral;A02BC02 - pantoprazole;4,39;5719372;50002309
Pantoprazol Generis;Pantoprazol;Comprimido gastrorresistente;40 mg;"Blister; 56 unidade(s)";Generis Farmacêutica, S.A.;Via oral;A02BC02 - pantoprazole;13,08;5719406;50002325
Pantoprazol KRKA;Pantoprazol;Comprimido gastrorresistente;20 mg;"Blister; 14 unidade(s)";KRKA Farmacêutica, Sociedade Unipessoal, Lda.;Via oral;A02BC02 - pantoprazole;3,84;5043138;50019813
Pantoprazol KRKA;Pantoprazol;Comprimido gastrorresistente;20 mg;"Blister; 60 unidade(s)";KRKA Farmacêutica, Sociedade Unipessoal, Lda.;Via oral;A02BC02 - pantoprazole;8,77;5043161;50019830
Pantoprazol KRKA;Pantoprazol;Comprimido gastrorresistente;20 mg;"Blister; 28 unidade(s)";KRKA Farmacêutica, Sociedade Unipessoal, Lda.;Via oral;A02BC02 - pantoprazole;4,89;5043146;50019821
Pantoprazol KRKA;Pantoprazol;Comprimido gastrorresistente;20 mg;"Blister; 56 unidade(s)";KRKA Farmacêutica, Sociedade Unipessoal, Lda.;Via oral;A02BC02 - pantoprazole;9,48;5043153;50019830
Pantoprazol KRKA;Pantoprazol;Comprimido gastrorresistente;40 mg;"Blister; 14 unidade(s)";KRKA Farmacêutica, Sociedade Unipessoal, Lda.;Via oral;A02BC02 - pantoprazole;4,39;5043179;50002309
Pantoprazol KRKA;Pantoprazol;Comprimido gastrorresistente;40 mg;"Blister; 60 unidade(s)";KRKA Farmacêutica, Sociedade Unipessoal, Lda.;Via oral;A02BC02 - pantoprazole;13,91;5043229;50002325
Pantoprazol KRKA;Pantoprazol;Comprimido gastrorresistente;40 mg;"Blister; 28 unidade(s)";KRKA Farmacêutica, Sociedade Unipessoal, Lda.;Via oral;A02BC02 - pantoprazole;8,43;5043203;50002317
Pantoprazol KRKA;Pantoprazol;Comprimido gastrorresistente;40 mg;"Blister; 56 unidade(s)";KRKA Farmacêutica, Sociedade Unipessoal, Lda.;Via oral;A02BC02 - pantoprazole;14,11;5043211;50002325
Pantoprazol Lumec;Pantoprazol;Comprimido gastrorresistente;20 mg;"Blister; 14 unidade(s)";Towa Pharmaceutical, S.A.;Via oral;A02BC02 - pantoprazole;2,21;5838024;50019813
Pantoprazol Lumec;Pantoprazol;Comprimido gastrorresistente;20 mg;"Blister; 56 unidade(s)";Towa Pharmaceutical, S.A.;Via oral;A02BC02 - pantoprazole;3,18;5838016;50019830
Pantoprazol Lumec;Pantoprazol;Comprimido gastrorresistente;20 mg;"Recipiente para comprimidos; 14 unidade(s)";Towa Pharmaceutical, S.A.;Via oral;A02BC02 - pantoprazole;2,67;5284112;50019813
Pantoprazol Lumec;Pantoprazol;Comprimido gastrorresistente;20 mg;"Recipiente para comprimidos; 56 unidade(s)";Towa Pharmaceutical, S.A.;Via oral;A02BC02 - pantoprazole;9,33;5284120;50019830
Pantoprazol Lumec;Pantoprazol;Comprimido gastrorresistente;40 mg;"Blister; 14 unidade(s)";Towa Pharmaceutical, S.A.;Via oral;A02BC02 - pantoprazole;1,67;5838032;50002309
Pantoprazol Lumec;Pantoprazol;Comprimido gastrorresistente;40 mg;"Blister; 56 unidade(s)";Towa Pharmaceutical, S.A.;Via oral;A02BC02 - pantoprazole;4,59;5838040;50002325
Pantoprazol Lumec;Pantoprazol;Comprimido gastrorresistente;40 mg;"Recipiente para comprimidos; 14 unidade(s)";Towa Pharmaceutical, S.A.;Via oral;A02BC02 - pantoprazole;3,46;5284138;50002309
Pantoprazol Lumec;Pantoprazol;Comprimido gastrorresistente;40 mg;"Recipiente para comprimidos; 56 unidade(s)";Towa Pharmaceutical, S.A.;Via oral;A02BC02 - pantoprazole;12,63;5284146;50002325
Pantoprazol Mepha;Pantoprazol;Comprimido gastrorresistente;20 mg;"Blister; 14 unidade(s)";Teva Pharma - Produtos Farmacêuticos, Lda.;Via oral;A02BC02 - pantoprazole;3,49;5171871;50019813
Pantoprazol Mepha;Pantoprazol;Comprimido gastrorresistente;20 mg;"Blister; 56 unidade(s)";Teva Pharma - Produtos Farmacêuticos, Lda.;Via oral;A02BC02 - pantoprazole;4,72;5171913;50019830
Pantoprazol Mepha;Pantoprazol;Comprimido gastrorresistente;40 mg;"Blister; 14 unidade(s)";Teva Pharma - Produtos Farmacêuticos, Lda.;Via oral;A02BC02 - pantoprazole;4,39;5171954;50002309
Pantoprazol Mepha;Pantoprazol;Comprimido gastrorresistente;40 mg;"Blister; 56 unidade(s)";Teva Pharma - Produtos Farmacêuticos, Lda.;Via oral;A02BC02 - pantoprazole;6,68;5171970;50002325
Pantoprazol Mylan;Pantoprazol;Comprimido gastrorresistente;20 mg;"Blister; 14 unidade(s)";Viatris Limited;Via oral;A02BC02 - pantoprazole;2,95;5369020;50019813
Pantoprazol Mylan;Pantoprazol;Comprimido gastrorresistente;20 mg;"Blister; 56 unidade(s)";Viatris Limited;Via oral;A02BC02 - pantoprazole;3,95;5369046;50019830
Pantoprazol Mylan;Pantoprazol;Comprimido gastrorresistente;20 mg;"Blister; 28 unidade(s)";Viatris Limited;Via oral;A02BC02 - pantoprazole;5,01;5369038;50019821
Pantoprazol Mylan;Pantoprazol;Comprimido gastrorresistente;40 mg;"Blister; 14 unidade(s)";Viatris Limited;Via oral;A02BC02 - pantoprazole;3,89;5368972;50002309
Pantoprazol Mylan;Pantoprazol;Comprimido gastrorresistente;40 mg;"Blister; 56 unidade(s)";Viatris Limited;Via oral;A02BC02 - pantoprazole;6,01;5369012;50002325
Pantoprazol Mylan;Pantoprazol;Comprimido gastrorresistente;40 mg;"Blister; 28 unidade(s)";Viatris Limited;Via oral;A02BC02 - pantoprazole;8,64;5369004;50002317
Pantoprazol Normon;Pantoprazol;Pó para solução injetável;40 mg;"Frasco para injetáveis; 50 unidade(s)";Laboratórios Normon, S.A.;Via intravenosa;A02BC02 - pantoprazole;141,00;5080502;50048457
Pantoprazol Normon;Pantoprazol;Pó para solução injetável;40 mg;"Frasco para injetáveis; 1 unidade(s)";Laboratórios Normon, S.A.;Via intravenosa;A02BC02 - pantoprazole;4,20;5080478;50013963
Pantoprazol Pharmakern;Pantoprazol;Comprimido gastrorresistente;20 mg;"Blister; 56 unidade(s)";Pharmakern Portugal - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.;Via oral;A02BC02 - pantoprazole;6,68;5700752;50019830
Pantoprazol Pharmakern;Pantoprazol;Comprimido gastrorresistente;20 mg;"Frasco; 14 unidade(s)";Pharmakern Portugal - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.;Via oral;A02BC02 - pantoprazole;3,84;5098751;50019813
Pantoprazol Pharmakern;Pantoprazol;Comprimido gastrorresistente;20 mg;"Blister; 14 unidade(s)";Pharmakern Portugal - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.;Via oral;A02BC02 - pantoprazole;3,84;5700729;50019813
Pantoprazol Pharmakern;Pantoprazol;Comprimido gastrorresistente;20 mg;"Frasco; 56 unidade(s)";Pharmakern Portugal - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.;Via oral;A02BC02 - pantoprazole;9,72;5098801;50019830
Pantoprazol Pharmakern;Pantoprazol;Comprimido gastrorresistente;40 mg;"Blister; 56 unidade(s)";Pharmakern Portugal - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.;Via oral;A02BC02 - pantoprazole;9,97;5700844;50002325
Pantoprazol Pharmakern;Pantoprazol;Comprimido gastrorresistente;40 mg;"Frasco; 14 unidade(s)";Pharmakern Portugal - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.;Via oral;A02BC02 - pantoprazole;4,39;5098827;50002309
Pantoprazol Pharmakern;Pantoprazol;Comprimido gastrorresistente;40 mg;"Blister; 14 unidade(s)";Pharmakern Portugal - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.;Via oral;A02BC02 - pantoprazole;4,39;5700810;50002309
Pantoprazol Pharmakern;Pantoprazol;Comprimido gastrorresistente;40 mg;"Frasco; 56 unidade(s)";Pharmakern Portugal - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.;Via oral;A02BC02 - pantoprazole;14,47;5098850;50002325
Pantoprazol Ratiopharm;Pantoprazol;Comprimido gastrorresistente;20 mg;"Blister; 14 unidade(s)";Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;Via oral;A02BC02 - pantoprazole;3,84;5171574;50019813
Pantoprazol Ratiopharm;Pantoprazol;Comprimido gastrorresistente;20 mg;"Blister; 56 unidade(s)";Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;Via oral;A02BC02 - pantoprazole;6,68;5171616;50019830
Pantoprazol Ratiopharm;Pantoprazol;Comprimido gastrorresistente;40 mg;"Blister; 14 unidade(s)";Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;Via oral;A02BC02 - pantoprazole;4,39;5171657;50002309
Pantoprazol Ratiopharm;Pantoprazol;Comprimido gastrorresistente;40 mg;"Blister; 56 unidade(s)";Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;Via oral;A02BC02 - pantoprazole;6,68;5171673;50002325
Pantoprazol Sandoz;Pantoprazol;Comprimido gastrorresistente;20 mg;"Blister; 14 unidade(s)";Sandoz Farmacêutica, Lda.;Via oral;A02BC02 - pantoprazole;3,84;5045265;50019813
Pantoprazol Sandoz;Pantoprazol;Comprimido gastrorresistente;20 mg;"Blister; 56 unidade(s)";Sandoz Farmacêutica, Lda.;Via oral;A02BC02 - pantoprazole;6,68;5045273;50019830
Pantoprazol Sandoz;Pantoprazol;Comprimido gastrorresistente;40 mg;"Blister; 56 unidade(s)";Sandoz Farmacêutica, Lda.;Via oral;A02BC02 - pantoprazole;13,08;5045315;50002325
Pantoprazol Sandoz;Pantoprazol;Comprimido gastrorresistente;40 mg;"Blister; 14 unidade(s)";Sandoz Farmacêutica, Lda.;Via oral;A02BC02 - pantoprazole;4,39;5096953;50002309
Pantoprazol Tecnigen;Pantoprazol;Comprimido gastrorresistente;20 mg;"Blister; 10 unidade(s)";Pentafarma - Sociedade Técnico-Medicinal, S.A.;Via oral;A02BC02 - pantoprazole;3,84;5083563;50019813
Pantoprazol Tecnigen;Pantoprazol;Comprimido gastrorresistente;20 mg;"Blister; 60 unidade(s)";Pentafarma - Sociedade Técnico-Medicinal, S.A.;Via oral;A02BC02 - pantoprazole;3,74;5083613;50019830
Pantoprazol Tecnigen;Pantoprazol;Comprimido gastrorresistente;20 mg;"Blister; 14 unidade(s)";Pentafarma - Sociedade Técnico-Medicinal, S.A.;Via oral;A02BC02 - pantoprazole;3,84;5083571;50019813
Pantoprazol Tecnigen;Pantoprazol;Comprimido gastrorresistente;20 mg;"Blister; 56 unidade(s)";Pentafarma - Sociedade Técnico-Medicinal, S.A.;Via oral;A02BC02 - pantoprazole;9,72;5083605;50019830
Pantoprazol Tecnigen;Pantoprazol;Comprimido gastrorresistente;40 mg;"Blister; 10 unidade(s)";Pentafarma - Sociedade Técnico-Medicinal, S.A.;Via oral;A02BC02 - pantoprazole;1,12;5083621;50002309
Pantoprazol Tecnigen;Pantoprazol;Comprimido gastrorresistente;40 mg;"Blister; 60 unidade(s)";Pentafarma - Sociedade Técnico-Medicinal, S.A.;Via oral;A02BC02 - pantoprazole;5,76;5083654;50002325
Pantoprazol Tecnigen;Pantoprazol;Comprimido gastrorresistente;40 mg;"Blister; 14 unidade(s)";Pentafarma - Sociedade Técnico-Medicinal, S.A.;Via oral;A02BC02 - pantoprazole;4,39;5083639;50002309
Pantoprazol Tecnigen;Pantoprazol;Comprimido gastrorresistente;40 mg;"Blister; 56 unidade(s)";Pentafarma - Sociedade Técnico-Medicinal, S.A.;Via oral;A02BC02 - pantoprazole;14,47;5083647;50002325
Pantoprazol Tecnilor;Pantoprazol;Comprimido gastrorresistente;20 mg;"Blister; 10 unidade(s)";Farma 1000 - Prod. Farmacêuticos, Lda.;Via oral;A02BC02 - pantoprazole;3,84;5083761;50019813
Pantoprazol Tecnilor;Pantoprazol;Comprimido gastrorresistente;20 mg;"Blister; 60 unidade(s)";Farma 1000 - Prod. Farmacêuticos, Lda.;Via oral;A02BC02 - pantoprazole;8,70;5083811;50019830
Pantoprazol Tecnilor;Pantoprazol;Comprimido gastrorresistente;20 mg;"Blister; 14 unidade(s)";Farma 1000 - Prod. Farmacêuticos, Lda.;Via oral;A02BC02 - pantoprazole;3,84;5083779;50019813
Pantoprazol Tecnilor;Pantoprazol;Comprimido gastrorresistente;20 mg;"Blister; 56 unidade(s)";Farma 1000 - Prod. Farmacêuticos, Lda.;Via oral;A02BC02 - pantoprazole;9,72;5083803;50019830
