Nome do Medicamento;Substância Ativa/DCI;Forma Farmacêutica;Dosagem;Apresentação;Titular de AIM;Via;ATC;PVP;Código;CNPEM
Clopidogrel Aurobindo;Clopidogrel;Comprimido revestido por película;75 mg;"Blister; 28 unidade(s)";Generis Phar, Unipessoal Lda.;Via oral;B01AC04 - clopidogrel;9,97;5209408;50010220
Clopidogrel Aurovitas;Clopidogrel;Comprimido revestido por película;75 mg;"Blister; 28 unidade(s)";Generis Farmacêutica, S.A.;Via oral;B01AC04 - clopidogrel;8,56;5641816;50010220
Clopidogrel Basi;Clopidogrel;Comprimido revestido por película;75 mg;"Blister; 28 unidade(s)";Laboratórios Basi - Indústria Farmacêutica, S.A;Via oral;B01AC04 - clopidogrel;9,97;5194121;50010220
Clopidogrel Basi;Clopidogrel;Comprimido revestido por película;75 mg;"Blister; 14 unidade(s)";Laboratórios Basi - Indústria Farmacêutica, S.A;Via oral;B01AC04 - clopidogrel;5,08;5194113;50014188
Clopidogrel Cereflow;Clopidogrel;Comprimido revestido por película;75 mg;"Blister; 28 unidade(s)";Teva Pharma - Produtos Farmacêuticos, Lda.;Via oral;B01AC04 - clopidogrel;6,68;5269774;50010220
Clopidogrel Ciclum;Clopidogrel;Comprimido revestido por película;75 mg;"Blister; 28 unidade(s)";Ciclum Farma Unipessoal, Lda.;Via oral;B01AC04 - clopidogrel;5,81;5736525;50010220
Clopidogrel Farmoz;Clopidogrel;Comprimido revestido por película;75 mg;"Blister; 28 unidade(s)";Farmoz - Sociedade Técnico Medicinal, S.A.;Via oral;B01AC04 - clopidogrel;9,97;5193636;50010220
Clopidogrel Farmoz;Clopidogrel;Comprimido revestido por película;75 mg;"Blister; 14 unidade(s)";Farmoz - Sociedade Técnico Medicinal, S.A.;Via oral;B01AC04 - clopidogrel;5,08;5193628;50014188
Clopidogrel Generis Phar;Clopidogrel;Comprimido revestido por película;75 mg;"Blister; 28 unidade(s)";Generis Phar, Unipessoal Lda.;Via oral;B01AC04 - clopidogrel;9,97;5727615;50010220
Clopidogrel Jaba;Clopidogrel;Comprimido revestido por película;75 mg;"Blister; 28 unidade(s)";Jaba Recordati, S.A.;Via oral;B01AC04 - clopidogrel;5,80;5269972;50010220
Clopidogrel Jaba;Clopidogrel;Comprimido revestido por película;75 mg;"Blister; 14 unidade(s)";Jaba Recordati, S.A.;Via oral;B01AC04 - clopidogrel;5,09;5269964;50014188
Clopidogrel Kaissan;Clopidogrel;Comprimido revestido por película;75 mg;"Blister; 28 unidade(s)";Sandoz Farmacêutica, Lda.;Via oral;B01AC04 - clopidogrel;9,97;5267414;50010220
Clopidogrel Krival;Clopidogrel;Comprimido revestido por película;75 mg;"Blister; 28 unidade(s)";KRKA Farmacêutica, Sociedade Unipessoal, Lda.;Via oral;B01AC04 - clopidogrel;4,79;5207717;50010220
Clopidogrel Krka;Clopidogrel;Comprimido revestido por película;75 mg;"Blister; 28 unidade(s)";KRKA d.d., Novo mesto;Via oral;B01AC04 - clopidogrel;8,94;5238324;50010220
Clopidogrel Krka;Clopidogrel;Comprimido revestido por película;75 mg;"Blister; 14 unidade(s)";KRKA d.d., Novo mesto;Via oral;B01AC04 - clopidogrel;4,96;5238316;50014188
Clopidogrel Krka;Clopidogrel;Comprimido revestido por película;75 mg;"Blister; 56 unidade(s)";KRKA d.d., Novo mesto;Via oral;B01AC04 - clopidogrel;18,59;5238340;50010204
Clopidogrel Labesfal;Clopidogrel;Comprimido revestido por película;75 mg;"Blister; 28 unidade(s)";Generis Farmacêutica, S.A.;Via oral;B01AC04 - clopidogrel;5,68;5727656;50010220
Clopidogrel Lumec;Clopidogrel;Comprimido revestido por película;75 mg;"Blister; 28 unidade(s)";Towa Pharmaceutical, S.A.;Via oral;B01AC04 - clopidogrel;5,80;5269733;50010220
Clopidogrel Lumec;Clopidogrel;Comprimido revestido por película;75 mg;"Blister; 14 unidade(s)";Towa Pharmaceutical, S.A.;Via oral;B01AC04 - clopidogrel;5,08;5269725;50014188
Clopidogrel Pharmakern;Clopidogrel;Comprimido revestido por película;75 mg;"Blister; 28 unidade(s)";Pharmakern Portugal - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.;Via oral;B01AC04 - clopidogrel;9,97;5222906;50010220
Clopidogrel Refta;Clopidogrel;Comprimido revestido por película;75 mg;"Blister; 28 unidade(s)";Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;Via oral;B01AC04 - clopidogrel;9,97;5269873;50010220
Clopidogrel Sandoz;Clopidogrel;Comprimido revestido por película;75 mg;"Blister; 28 unidade(s)";Sandoz Farmacêutica, Lda.;Via oral;B01AC04 - clopidogrel;9,97;5207550;50010220
Clopidogrel Tecnigen;Clopidogrel;Comprimido revestido por película;75 mg;"Blister; 28 unidade(s)";Pentafarma - Sociedade Técnico-Medicinal, S.A.;Via oral;B01AC04 - clopidogrel;5,69;5269832;50010220
Clopidogrel Tecnigen;Clopidogrel;Comprimido revestido por película;75 mg;"Blister; 14 unidade(s)";Pentafarma - Sociedade Técnico-Medicinal, S.A.;Via oral;B01AC04 - clopidogrel;5,08;5269824;50014188
Clopidogrel Tecnilor;Clopidogrel;Comprimido revestido por película;75 mg;"Blister; 28 unidade(s)";Farma 1000 - Prod. Farmacêuticos, Lda.;Via oral;B01AC04 - clopidogrel;8,42;5269956;50010220
Clopidogrel Tecnilor;Clopidogrel;Comprimido revestido por película;75 mg;"Blister; 14 unidade(s)";Farma 1000 - Prod. Farmacêuticos, Lda.;Via oral;B01AC04 - clopidogrel;5,08;5269949;50014188
Clopidogrel toLife;Clopidogrel;Comprimido revestido por película;75 mg;"Blister; 28 unidade(s)";Towa Pharmaceutical, S.A.;Via oral;B01AC04 - clopidogrel;9,97;5194311;50010220
Clopidogrel toLife;Clopidogrel;Comprimido revestido por película;75 mg;"Blister; 14 unidade(s)";Towa Pharmaceutical, S.A.;Via oral;B01AC04 - clopidogrel;5,08;5194303;50014188
Clopidogrel Trafar;Clopidogrel;Comprimido revestido por película;75 mg;"Blister; 28 unidade(s)";Tetrafarma - Produtos Farmacêuticos, Lda.;Via oral;B01AC04 - clopidogrel;8,72;5269675;50010220
Clopidogrel Trafar;Clopidogrel;Comprimido revestido por película;75 mg;"Blister; 14 unidade(s)";Tetrafarma - Produtos Farmacêuticos, Lda.;Via oral;B01AC04 - clopidogrel;5,08;5269667;50014188
Clopidogrel Vitória;Clopidogrel;Comprimido revestido por película;75 mg;"Blister; 28 unidade(s)";Faes Farma Portugal, S.A.;Via oral;B01AC04 - clopidogrel;9,40;5269857;50010220
Clopidogrel Vitória;Clopidogrel;Comprimido revestido por película;75 mg;"Blister; 14 unidade(s)";Faes Farma Portugal, S.A.;Via oral;B01AC04 - clopidogrel;4,67;5269840;50014188
Clopidogrel Zentiva;Clopidogrel;Comprimido revestido por película;75 mg;"Blister; 28 unidade(s)";Zentiva k.s.;Via oral;B01AC04 - clopidogrel;5,80;5132816;50010220
Plavix;Clopidogrel;Comprimido revestido por película;75 mg;"Blister; 28 unidade(s)";Sanofi Winthrop Industrie;Via oral;B01AC04 - clopidogrel;15,55;2733285;50010220
Ticlopidina Alter 250 mg Comprimidos;Ticlopidina;Comprimido revestido;250 mg;"Blister; 60 unidade(s)";Alter, S.A.;Via oral;B01AC05 - ticlopidine;9,97;3457082;50007130
Ticlopidina Alter 250 mg Comprimidos;Ticlopidina;Comprimido revestido;250 mg;"Blister; 20 unidade(s)";Alter, S.A.;Via oral;B01AC05 - ticlopidine;4,28;3456985;50007149
Ticlopidina Bluepharma;Ticlopidina;Comprimido revestido;250 mg;"Blister; 60 unidade(s)";Bluepharma Genéricos - Comércio de Medicamentos S.A.;Via oral;B01AC05 - ticlopidine;9,97;4424396;50007130
Ticlopidina Bluepharma;Ticlopidina;Comprimido revestido;250 mg;"Blister; 20 unidade(s)";Bluepharma Genéricos - Comércio de Medicamentos S.A.;Via oral;B01AC05 - ticlopidine;4,28;4424198;50007149
Ticlopidina Ciclum 250 mg Comprimidos;Ticlopidina;Comprimido revestido;250 mg;"Blister; 60 unidade(s)";Ciclum Farma Unipessoal, Lda.;Via oral;B01AC05 - ticlopidine;9,97;4423596;50007130
Ticlopidina Ciclum 250 mg Comprimidos;Ticlopidina;Comprimido revestido;250 mg;"Blister; 20 unidade(s)";Ciclum Farma Unipessoal, Lda.;Via oral;B01AC05 - ticlopidine;4,28;4423398;50007149
Ticlopidina Ciclum 250 mg Comprimidos;Ticlopidina;Comprimido revestido;250 mg;"Blister; 30 unidade(s)";Ciclum Farma Unipessoal, Lda.;Via oral;B01AC05 - ticlopidine;5,86;4423497;50016431
Ticlopidina Generis 250 mg Comprimidos Revestidos;Ticlopidina;Comprimido revestido;250 mg;"Blister; 60 unidade(s)";Generis Farmacêutica, S.A.;Via oral;B01AC05 - ticlopidine;9,97;4821781;50007130
Ticlopidina Generis 250 mg Comprimidos Revestidos;Ticlopidina;Comprimido revestido;250 mg;"Blister; 20 unidade(s)";Generis Farmacêutica, S.A.;Via oral;B01AC05 - ticlopidine;4,28;3177680;50007149
Ticlopidina GP;Ticlopidina;Comprimido revestido por película;250 mg;"Blister; 60 unidade(s)";GP - Genéricos Portugueses, Lda.;Via oral;B01AC05 - ticlopidine;9,97;2203099;50007130
Ticlopidina GP;Ticlopidina;Comprimido revestido por película;250 mg;"Blister; 10 unidade(s)";GP - Genéricos Portugueses, Lda.;Via oral;B01AC05 - ticlopidine;3,84;2202992;50007149
Ticlopidina Tetrafarma;Ticlopidina;Comprimido revestido;250 mg;"Blister; 60 unidade(s)";Tetrafarma - Produtos Farmacêuticos, Lda.;Via oral;B01AC05 - ticlopidine;8,92;5033022;50007130
Ticlopidina Tetrafarma;Ticlopidina;Comprimido revestido;250 mg;"Blister; 10 unidade(s)";Tetrafarma - Produtos Farmacêuticos, Lda.;Via oral;B01AC05 - ticlopidine;3,31;5033014;50007149
Ticlopidina ToLife 250 mg Comprimidos;Ticlopidina;Comprimido revestido;250 mg;"Blister; 60 unidade(s)";Towa Pharmaceutical, S.A.;Via oral;B01AC05 - ticlopidine;9,97;4423992;50007130
Ticlopidina ToLife 250 mg Comprimidos;Ticlopidina;Comprimido revestido;250 mg;"Blister; 20 unidade(s)";Towa Pharmaceutical, S.A.;Via oral;B01AC05 - ticlopidine;4,28;4423794;50007149
Ticlopidina ToLife 250 mg Comprimidos;Ticlopidina;Comprimido revestido;250 mg;"Blister; 30 unidade(s)";Towa Pharmaceutical, S.A.;Via oral;B01AC05 - ticlopidine;5,86;4423893;50016431
Ticlopidina Trombopat 250 mg Comprimidos Revestidos;Ticlopidina;Comprimido revestido por película;250 mg;"Blister; 60 unidade(s)";Pentafarma - Sociedade Técnico-Medicinal, S.A.;Via oral;B01AC05 - ticlopidine;9,97;3671898;50007130
Ticlopidina Trombopat 250 mg Comprimidos Revestidos;Ticlopidina;Comprimido revestido por película;250 mg;"Blister; 10 unidade(s)";Pentafarma - Sociedade Técnico-Medicinal, S.A.;Via oral;B01AC05 - ticlopidine;3,84;3671799;50007149
Ticlopidina-ratiopharm;Ticlopidina;Comprimido revestido;250 mg;"Blister; 60 unidade(s)";Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;Via oral;B01AC05 - ticlopidine;9,97;3094885;50007130
Ticlopidina-ratiopharm;Ticlopidina;Comprimido revestido;250 mg;"Blister; 20 unidade(s)";Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;Via oral;B01AC05 - ticlopidine;4,14;3094489;50007149
Aspegic 100;Acetilsalicilato de lisina;Pó para solução oral;180 mg;"Saqueta; 20 unidade(s)";Opella Healthcare Portugal, Unipessoal Lda;Via oral;B01AC06 - acetylsalicylic acid;2,39;8520809;50002775
AAS 150;Ácido acetilsalicílico;Comprimido;150 mg;"Blister; 20 unidade(s)";Perrigo Portugal, Lda.;Via oral;B01AC06 - acetylsalicylic acid;2,35;5301049;50055054
AAS 150;Ácido acetilsalicílico;Comprimido;150 mg;"Blister; 40 unidade(s)";Perrigo Portugal, Lda.;Via oral;B01AC06 - acetylsalicylic acid;3,72;5301056;50055062
Ácido Acetilsalicílico Aurovitas;Ácido acetilsalicílico;Comprimido gastrorresistente;100 mg;"Blister; 30 unidade(s)";Generis Farmacêutica, S.A.;Via oral;B01AC06 - acetylsalicylic acid;4,06;5392519;50004620
Ácido Acetilsalicílico Aurovitas;Ácido acetilsalicílico;Comprimido gastrorresistente;100 mg;"Recipiente para comprimidos; 30 unidade(s)";Generis Farmacêutica, S.A.;Via oral;B01AC06 - acetylsalicylic acid;4,06;5392535;50004620
Ácido Acetilsalicílico Aurovitas;Ácido acetilsalicílico;Comprimido gastrorresistente;100 mg;"Recipiente para comprimidos; 30 unidade(s)";Generis Farmacêutica, S.A.;Via oral;B01AC06 - acetylsalicylic acid;4,06;5392527;50004620
Ácido Acetilsalicílico Aurovitas;Ácido acetilsalicílico;Comprimido gastrorresistente;150 mg;"Blister; 30 unidade(s)";Generis Farmacêutica, S.A.;Via oral;B01AC06 - acetylsalicylic acid;5,36;5392543;50057103
Ácido Acetilsalicílico Aurovitas;Ácido acetilsalicílico;Comprimido gastrorresistente;150 mg;"Recipiente para comprimidos; 30 unidade(s)";Generis Farmacêutica, S.A.;Via oral;B01AC06 - acetylsalicylic acid;5,36;5392568;50057103
Ácido Acetilsalicílico Aurovitas;Ácido acetilsalicílico;Comprimido gastrorresistente;150 mg;"Recipiente para comprimidos; 30 unidade(s)";Generis Farmacêutica, S.A.;Via oral;B01AC06 - acetylsalicylic acid;5,36;5392550;50057103
Ácido acetilsalicílico Farmoz;Ácido acetilsalicílico;Comprimido;100 mg;"Blister; 30 unidade(s)";Farmoz - Sociedade Técnico Medicinal, S.A.;Via oral;B01AC06 - acetylsalicylic acid;2,23;5721824;50165429
Ácido Acetilsalicílico Generis;Ácido acetilsalicílico;Comprimido gastrorresistente;100 mg;"Blister; 60 unidade(s)";Generis Farmacêutica, S.A.;Via oral;B01AC06 - acetylsalicylic acid;5,05;5770763;50060287
Ácido Acetilsalicílico Generis;Ácido acetilsalicílico;Comprimido gastrorresistente;100 mg;"Blister; 30 unidade(s)";Generis Farmacêutica, S.A.;Via oral;B01AC06 - acetylsalicylic acid;3,46;5592126;50004620
Ácido Acetilsalicílico Lumec;Ácido acetilsalicílico;Comprimido gastrorresistente;100 mg;"Blister; 30 unidade(s) - 100 mg";Towa Pharmaceutical, S.A.;Via oral;B01AC06 - acetylsalicylic acid;2,51;5890322;50004620
Ácido Acetilsalicílico Lumec;Ácido acetilsalicílico;Comprimido gastrorresistente;100 mg;"Blister; 60 unidade(s) - 100 mg";Towa Pharmaceutical, S.A.;Via oral;B01AC06 - acetylsalicylic acid;4,03;5890330;50060287
Ácido Acetilsalicílico Mylan;Ácido acetilsalicílico;Comprimido gastrorresistente;100 mg;"Blister; 30 unidade(s)";Viatris Limited;Via oral;B01AC06 - acetylsalicylic acid;2,63;5775861;50004620
Ácido acetilsalicílico Pentafarma;Ácido acetilsalicílico;Comprimido;100 mg;"Blister; 30 unidade(s)";Pentafarma - Sociedade Técnico-Medicinal, S.A.;Via oral;B01AC06 - acetylsalicylic acid;2,23;5721857;50165429
Ácido acetilsalicílico Tolife;Ácido acetilsalicílico;Comprimido gastrorresistente;100 mg;"Blister; 60 unidade(s)";Towa Pharmaceutical, S.A.;Via oral;B01AC06 - acetylsalicylic acid;5,55;5650510;50060287
Ácido acetilsalicílico Tolife;Ácido acetilsalicílico;Comprimido gastrorresistente;100 mg;"Blister; 30 unidade(s)";Towa Pharmaceutical, S.A.;Via oral;B01AC06 - acetylsalicylic acid;3,25;5650502;50004620
Persantin;Dipiridamol;Comprimido revestido;75 mg;"Blister; 60 unidade(s)";Glenwood GmbH Pharmazeutische Erzeugnisse;Via oral;B01AC07 - dipyridamole;5,10;9016477;50082280
Persantin;Dipiridamol;Comprimido revestido;75 mg;"Blister; 20 unidade(s)";Glenwood GmbH Pharmazeutische Erzeugnisse;Via oral;B01AC07 - dipyridamole;2,45;5374814;50082302
Persantin;Dipiridamol;Comprimido revestido;75 mg;"Blister; 180 unidade(s)";Glenwood GmbH Pharmazeutische Erzeugnisse;Via oral;B01AC07 - dipyridamole;11,09;4703997;50082299
Ibustrin;Indobufeno;Comprimido;200 mg;"Blister; 60 unidade(s)";Laboratórios Pfizer, Lda.;Via oral;B01AC10 - indobufen;19,85;8633636;50076230
Ibustrin;Indobufeno;Comprimido;200 mg;"Blister; 20 unidade(s)";Laboratórios Pfizer, Lda.;Via oral;B01AC10 - indobufen;6,68;8633628;50076221
Tecnosal;Triflusal;Cápsula;300 mg;"Blister; 60 unidade(s)";Tecnifar - Indústria Técnica Farmacêutica, S.A.;Via oral;B01AC18 - triflusal;9,97;9740514;50016121
Tecnosal;Triflusal;Cápsula;300 mg;"Blister; 20 unidade(s)";Tecnifar - Indústria Técnica Farmacêutica, S.A.;Via oral;B01AC18 - triflusal;5,36;9740506;50016113
Triflusal Alter 300 mg Cápsulas;Triflusal;Cápsula;300 mg;"Blister; 60 unidade(s)";Alter, S.A.;Via oral;B01AC18 - triflusal;10,04;5058284;50016121
Triflusal Alter 300 mg Cápsulas;Triflusal;Cápsula;300 mg;"Blister; 20 unidade(s)";Alter, S.A.;Via oral;B01AC18 - triflusal;3,84;5058185;50016113
Triflusal Generis;Triflusal;Cápsula;300 mg;"Blister; 60 unidade(s)";Generis Farmacêutica, S.A.;Via oral;B01AC18 - triflusal;9,97;5019146;50016121
Triflusal Generis;Triflusal;Cápsula;300 mg;"Blister; 20 unidade(s)";Generis Farmacêutica, S.A.;Via oral;B01AC18 - triflusal;3,84;5019138;50016113
Triflusal Mylan;Triflusal;Cápsula;300 mg;"Blister; 60 unidade(s)";Viatris Limited;Via oral;B01AC18 - triflusal;9,97;5215827;50016121
Triflusal Mylan;Triflusal;Cápsula;300 mg;"Blister; 20 unidade(s)";Viatris Limited;Via oral;B01AC18 - triflusal;3,84;5215819;50016113
Efient;Prasugrel;Comprimido revestido por película;10 mg;"Blister; 28 unidade(s)";Substipharm;Via oral;B01AC22 - prasugrel;38,03;5197934;50118463
Efient;Prasugrel;Comprimido revestido por película;10 mg;"Blister; 14 unidade(s)";Substipharm;Via oral;B01AC22 - prasugrel;19,88;5312012;50118455
Prasugrel Pentafarma;Prasugrel;Comprimido revestido por película;10 mg;"Blister; 28 unidade(s)";Pentafarma - Sociedade Técnico-Medicinal, S.A.;Via oral;B01AC22 - prasugrel;25,68;5767728;50118463
Prasugrel Pentafarma;Prasugrel;Comprimido revestido por película;10 mg;"Blister; 14 unidade(s)";Pentafarma - Sociedade Técnico-Medicinal, S.A.;Via oral;B01AC22 - prasugrel;13,77;5767710;50118455
Brilique;Ticagrelor;Comprimido revestido por película;60 mg;"Blister; 56 unidade(s)";AstraZeneca AB;Via oral;B01AC24 - ticagrelor;46,03;5676440;50157922
Brilique;Ticagrelor;Comprimido revestido por película;60 mg;"Blister; 14 unidade(s)";AstraZeneca AB;Via oral;B01AC24 - ticagrelor;16,54;5676432;50157930
Brilique;Ticagrelor;Comprimido revestido por película;90 mg;"Blister; 56 unidade(s)";AstraZeneca AB;Via oral;B01AC24 - ticagrelor;54,74;5344858;50121650
Brilique;Ticagrelor;Comprimido revestido por película;90 mg;"Blister; 14 unidade(s)";AstraZeneca AB;Via oral;B01AC24 - ticagrelor;19,87;5443643;50121642
Ticagrelor Alter;Ticagrelor;Comprimido revestido por película;60 mg;"Blister; 56 unidade(s)";Alter, S.A.;Via oral;B01AC24 - ticagrelor;24,64;5868138;50157922
Ticagrelor Alter;Ticagrelor;Comprimido revestido por película;60 mg;"Blister; 14 unidade(s)";Alter, S.A.;Via oral;B01AC24 - ticagrelor;9,24;5868120;50157930
Ticagrelor Alter;Ticagrelor;Comprimido revestido por película;60 mg;"Blister; 14 unidade(s)";Alter, S.A.;Via oral;B01AC24 - ticagrelor;9,24;5868146;50157930
Ticagrelor Alter;Ticagrelor;Comprimido revestido por película;60 mg;"Blister; 56 unidade(s)";Alter, S.A.;Via oral;B01AC24 - ticagrelor;28,75;5868153;50157922
Ticagrelor Alter;Ticagrelor;Comprimido revestido por película;90 mg;"Blister; 56 unidade(s)";Alter, S.A.;Via oral;B01AC24 - ticagrelor;26,08;5868161;50121650
Ticagrelor Alter;Ticagrelor;Comprimido revestido por película;90 mg;"Blister; 14 unidade(s)";Alter, S.A.;Via oral;B01AC24 - ticagrelor;10,78;5868179;50121642
Ticagrelor Alter;Ticagrelor;Comprimido revestido por película;90 mg;"Blister; 14 unidade(s)";Alter, S.A.;Via oral;B01AC24 - ticagrelor;10,78;5868203;50121642
Ticagrelor Alter;Ticagrelor;Comprimido revestido por película;90 mg;"Blister; 56 unidade(s)";Alter, S.A.;Via oral;B01AC24 - ticagrelor;37,40;5868211;50121650
Ticagrelor Bluepharma;Ticagrelor;Comprimido revestido por película;60 mg;"Blister; 56 unidade(s)";Bluepharma Genéricos - Comércio de Medicamentos S.A.;Via oral;B01AC24 - ticagrelor;28,75;5864574;50157922
Ticagrelor Bluepharma;Ticagrelor;Comprimido revestido por película;90 mg;"Blister; 56 unidade(s)";Bluepharma Genéricos - Comércio de Medicamentos S.A.;Via oral;B01AC24 - ticagrelor;35,53;5864673;50121650
Ticagrelor Generis;Ticagrelor;Comprimido revestido por película;60 mg;"Blister; 56 unidade(s)";Generis Farmacêutica, S.A.;Via oral;B01AC24 - ticagrelor;19,04;5892831;50157922
Ticagrelor Generis;Ticagrelor;Comprimido revestido por película;90 mg;"Blister; 56 unidade(s)";Generis Farmacêutica, S.A.;Via oral;B01AC24 - ticagrelor;20,08;5891767;50121650
Ticagrelor Krka;Ticagrelor;Comprimido revestido por película;60 mg;"Blister; 56 unidade(s)";KRKA d.d., Novo mesto;Via oral;B01AC24 - ticagrelor;28,75;5808720;50157922
Ticagrelor Krka;Ticagrelor;Comprimido revestido por película;90 mg;"Blister; 56 unidade(s)";KRKA d.d., Novo mesto;Via oral;B01AC24 - ticagrelor;26,96;5808746;50121650
Ticagrelor Mylan;Ticagrelor;Comprimido revestido por película;60 mg;"Blister; 56 unidade(s)";Viatris Limited;Via oral;B01AC24 - ticagrelor;26,96;5806666;50157922
Ticagrelor Mylan;Ticagrelor;Comprimido revestido por película;90 mg;"Blister; 56 unidade(s)";Viatris Limited;Via oral;B01AC24 - ticagrelor;37,40;5806807;50121650
Ticagrelor Pentafarma;Ticagrelor;Comprimido revestido por película;60 mg;"Blister; 56 unidade(s)";Pentafarma - Sociedade Técnico-Medicinal, S.A.;Via oral;B01AC24 - ticagrelor;22,23;5849310;50157922
Ticagrelor Pentafarma;Ticagrelor;Comprimido revestido por película;90 mg;"Blister; 56 unidade(s)";Pentafarma - Sociedade Técnico-Medicinal, S.A.;Via oral;B01AC24 - ticagrelor;24,78;5849336;50121650
Ticagrelor Pharmakern;Ticagrelor;Comprimido revestido por película;60 mg;"Blister; 56 unidade(s)";Pharmakern Portugal - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.;Via oral;B01AC24 - ticagrelor;23,40;5854153;50157922
Ticagrelor Pharmakern;Ticagrelor;Comprimido revestido por película;90 mg;"Blister; 56 unidade(s)";Pharmakern Portugal - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.;Via oral;B01AC24 - ticagrelor;26,96;5854161;50121650
Ticagrelor Ratiopharm;Ticagrelor;Comprimido revestido por película;90 mg;"Blister; 56 unidade(s)";Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;Via oral;B01AC24 - ticagrelor;22,36;5824255;50121650
Ticagrelor Sandoz;Ticagrelor;Comprimido revestido por película;60 mg;"Blister; 60 unidade(s)";Sandoz Farmacêutica, Lda.;Via oral;B01AC24 - ticagrelor;26,96;5882873;50157922
Ticagrelor Sandoz;Ticagrelor;Comprimido revestido por película;60 mg;"Blister; 60 unidade(s)";Sandoz Farmacêutica, Lda.;Via oral;B01AC24 - ticagrelor;27,79;5879663;50157922
Ticagrelor Sandoz;Ticagrelor;Comprimido revestido por película;90 mg;"Blister; 56 unidade(s)";Sandoz Farmacêutica, Lda.;Via oral;B01AC24 - ticagrelor;37,40;5854732;50121650
Ticagrelor Stada;Ticagrelor;Comprimido revestido por película;90 mg;"Blister; 56 unidade(s)";Stada, Lda.;Via oral;B01AC24 - ticagrelor;26,09;5881826;50121650
Ticagrelor Teva;Ticagrelor;Comprimido revestido por película;60 mg;"Blister; 56 unidade(s)";Teva Pharma - Produtos Farmacêuticos, Lda.;Via oral;B01AC24 - ticagrelor;26,96;5872346;50157922
Ticagrelor Teva;Ticagrelor;Comprimido revestido por película;90 mg;"Blister; 56 unidade(s)";Teva Pharma - Produtos Farmacêuticos, Lda.;Via oral;B01AC24 - ticagrelor;26,96;5872478;50121650
Ticagrelor toLife;Ticagrelor;Comprimido revestido por película;60 mg;"Blister; 56 unidade(s)";Towa Pharmaceutical, S.A.;Via oral;B01AC24 - ticagrelor;20,05;5882840;50157922
Ticagrelor toLife;Ticagrelor;Comprimido revestido por película;90 mg;"Blister; 56 unidade(s)";Towa Pharmaceutical, S.A.;Via oral;B01AC24 - ticagrelor;22,36;5883327;50121650
Ticagrelor Zentiva;Ticagrelor;Comprimido revestido por película;90 mg;"Blister; 56 unidade(s)";Zentiva Portugal, Lda.;Via oral;B01AC24 - ticagrelor;37,40;5842612;50121650
Hemopassduo;Clopidogrel + Ácido acetilsalicílico;Cápsula;75 mg + 100 mg;"Blister; 28 unidade(s)";Tecnimede - Sociedade Técnico-Medicinal, S.A.;Via oral;B01AC30 - combinations;16,77;5751052;50119656
Hemopassduo;Clopidogrel + Ácido acetilsalicílico;Cápsula;75 mg + 75 mg;"Blister; 28 unidade(s)";Tecnimede - Sociedade Técnico-Medicinal, S.A.;Via oral;B01AC30 - combinations;12,58;5750948;50119630
Epicar;Rivaroxabano;Comprimido revestido por película;10 mg;"Blister; 10 unidade(s)";Alter, S.A.;Via oral;B01AF01 - rivaroxaban;8,26;5846365;50116614
Epicar;Rivaroxabano;Comprimido revestido por película;10 mg;"Blister; 30 unidade(s)";Alter, S.A.;Via oral;B01AF01 - rivaroxaban;21,29;5846373;50116622
Epicar;Rivaroxabano;Comprimido revestido por película;15 mg;"Blister; 42 unidade(s)";Alter, S.A.;Via oral;B01AF01 - rivaroxaban;28,79;5846449;50123246
Epicar;Rivaroxabano;Comprimido revestido por película;15 mg;"Blister; 14 unidade(s)";Alter, S.A.;Via oral;B01AF01 - rivaroxaban;16,70;5846423;50123220
Epicar;Rivaroxabano;Comprimido revestido por película;2.5 mg;"Blister; 56 unidade(s)";Alter, S.A.;Via oral;B01AF01 - rivaroxaban;20,91;5864111;50136593
Epicar;Rivaroxabano;Comprimido revestido por película;20 mg;"Blister; 28 unidade(s)";Alter, S.A.;Via oral;B01AF01 - rivaroxaban;20,64;5846456;50123262
Rivaroxabano Alter;Rivaroxabano;Comprimido revestido por película;10 mg;"Blister; 10 unidade(s)";Alter, S.A.;Via oral;B01AF01 - rivaroxaban;8,70;5839469;50116614
Rivaroxabano Alter;Rivaroxabano;Comprimido revestido por película;10 mg;"Blister; 30 unidade(s)";Alter, S.A.;Via oral;B01AF01 - rivaroxaban;20,22;5839477;50116622
Rivaroxabano Alter;Rivaroxabano;Comprimido revestido por película;15 mg;"Blister; 42 unidade(s)";Alter, S.A.;Via oral;B01AF01 - rivaroxaban;26,50;5839527;50123246
Rivaroxabano Alter;Rivaroxabano;Comprimido revestido por película;15 mg;"Blister; 14 unidade(s)";Alter, S.A.;Via oral;B01AF01 - rivaroxaban;17,58;5839501;50123220
Rivaroxabano Alter;Rivaroxabano;Comprimido revestido por película;2.5 mg;"Blister; 56 unidade(s)";Alter, S.A.;Via oral;B01AF01 - rivaroxaban;22,02;5863907;50136593
