value,code,label
REF_CLASS_ATC:L04AG01,L04AG01,L04AG01 - muromonab-CD3
REF_CLASS_ATC:L04AG02,L04AG02,L04AG02 - efalizumab
REF_CLASS_ATC:L04AG03,L04AG03,L04AG03 - natalizumab
REF_CLASS_ATC:L04AG04,L04AG04,L04AG04 - belimumab
REF_CLASS_ATC:L04AG05,L04AG05,L04AG05 - vedolizumab
REF_CLASS_ATC:L04AG06,L04AG06,L04AG06 - alemtuzumab
REF_CLASS_ATC:L04AG08,L04AG08,L04AG08 - ocrelizumab
REF_CLASS_ATC:L04AG10,L04AG10,L04AG10 - inebilizumab
REF_CLASS_ATC:L04AG11,L04AG11,L04AG11 - anifrolumab
REF_CLASS_ATC:L04AG12,L04AG12,L04AG12 - ofatumumab
REF_CLASS_ATC:L04AG13,L04AG13,L04AG13 - teprotumumab
REF_CLASS_ATC:L04AG14,L04AG14,L04AG14 - ublituximab
REF_CLASS_ATC:L04AG16,L04AG16,L04AG16 - rozanolixizumab
REF_CLASS_ATC:L04AH01,L04AH01,L04AH01 - sirolimus
REF_CLASS_ATC:L04AH02,L04AH02,L04AH02 - everolimus
REF_CLASS_ATC:L04AJ01,L04AJ01,L04AJ01 - eculizumab
REF_CLASS_ATC:L04AJ02,L04AJ02,L04AJ02 - ravulizumab
REF_CLASS_ATC:L04AJ03,L04AJ03,L04AJ03 - pegcetacoplan
REF_CLASS_ATC:L04AJ04,L04AJ04,L04AJ04 - sutimlimab
REF_CLASS_ATC:L04AJ05,L04AJ05,L04AJ05 - avacopan
REF_CLASS_ATC:L04AJ06,L04AJ06,L04AJ06 - zilucoplan
REF_CLASS_ATC:L04AJ08,L04AJ08,L04AJ08 - iptacopan
REF_CLASS_ATC:L04AJ09,L04AJ09,L04AJ09 - danicopan
REF_CLASS_ATC:L04AK01,L04AK01,L04AK01 - leflunomide
REF_CLASS_ATC:L04AK02,L04AK02,L04AK02 - teriflunomide
REF_CLASS_ATC:L04AX01,L04AX01,L04AX01 - azathioprine
REF_CLASS_ATC:L04AX02,L04AX02,L04AX02 - thalidomide
REF_CLASS_ATC:L04AX03,L04AX03,L04AX03 - methotrexate
REF_CLASS_ATC:L04AX04,L04AX04,L04AX04 - lenalidomide
REF_CLASS_ATC:L04AX05,L04AX05,L04AX05 - pirfenidone
REF_CLASS_ATC:L04AX06,L04AX06,L04AX06 - pomalidomide
REF_CLASS_ATC:L04AX07,L04AX07,L04AX07 - dimethyl fumarate
REF_CLASS_ATC:L04AX08,L04AX08,L04AX08 - darvadstrocel
REF_CLASS_ATC:L04AX09,L04AX09,L04AX09 - diroximel fumarate
REF_CLASS_ATC:M01AA01,M01AA01,M01AA01 - phenylbutazone
REF_CLASS_ATC:M01AA05,M01AA05,M01AA05 - clofezone
REF_CLASS_ATC:M01AB01,M01AB01,M01AB01 - indometacin
REF_CLASS_ATC:M01AB02,M01AB02,M01AB02 - sulindac
REF_CLASS_ATC:M01AB03,M01AB03,M01AB03 - tolmetin
REF_CLASS_ATC:M01AB05,M01AB05,M01AB05 - diclofenac
REF_CLASS_ATC:M01AB06,M01AB06,M01AB06 - alclofenac
REF_CLASS_ATC:M01AB07,M01AB07,M01AB07 - bumadizone
REF_CLASS_ATC:M01AB08,M01AB08,M01AB08 - etodolac
REF_CLASS_ATC:M01AB09,M01AB09,M01AB09 - lonazolac
REF_CLASS_ATC:M01AB10,M01AB10,M01AB10 - fentiazac
REF_CLASS_ATC:M01AB11,M01AB11,M01AB11 - acemetacin
REF_CLASS_ATC:M01AB13,M01AB13,M01AB13 - oxametacin
REF_CLASS_ATC:M01AB14,M01AB14,M01AB14 - proglumetacin
REF_CLASS_ATC:M01AB15,M01AB15,M01AB15 - ketorolac
REF_CLASS_ATC:M01AB16,M01AB16,M01AB16 - aceclofenac
REF_CLASS_ATC:M01AB55,M01AB55,"M01AB55 - diclofenac, combinations"
REF_CLASS_ATC:M01AC01,M01AC01,M01AC01 - piroxicam
REF_CLASS_ATC:M01AC02,M01AC02,M01AC02 - tenoxicam
REF_CLASS_ATC:M01AC05,M01AC05,M01AC05 - lornoxicam
REF_CLASS_ATC:M01AC06,M01AC06,M01AC06 - meloxicam
REF_CLASS_ATC:M01AE01,M01AE01,M01AE01 - ibuprofen
REF_CLASS_ATC:M01AE02,M01AE02,M01AE02 - naproxen
REF_CLASS_ATC:M01AE03,M01AE03,M01AE03 - ketoprofen
REF_CLASS_ATC:M01AE04,M01AE04,M01AE04 - fenoprofen
REF_CLASS_ATC:M01AE05,M01AE05,M01AE05 - fenbufen
REF_CLASS_ATC:M01AE09,M01AE09,M01AE09 - flurbiprofen
REF_CLASS_ATC:M01AE11,M01AE11,M01AE11 - tiaprofenic acid
REF_CLASS_ATC:M01AE12,M01AE12,M01AE12 - oxaprozin
REF_CLASS_ATC:M01AE13,M01AE13,M01AE13 - ibuproxam
REF_CLASS_ATC:M01AE14,M01AE14,M01AE14 - dexibuprofen
REF_CLASS_ATC:M01AE17,M01AE17,M01AE17 - dexketoprofen
REF_CLASS_ATC:M01AE51,M01AE51,"M01AE51 - ibuprofen, combinations"
REF_CLASS_ATC:M01AE52,M01AE52,M01AE52 - naproxen and esomeprazole
REF_CLASS_ATC:M01AE53,M01AE53,"M01AE53 - ketoprofen, combinations"
REF_CLASS_ATC:M01AG01,M01AG01,M01AG01 - mefenamic acid
REF_CLASS_ATC:M01AG03,M01AG03,M01AG03 - flufenamic acid
REF_CLASS_ATC:M01AH01,M01AH01,M01AH01 - celecoxib
REF_CLASS_ATC:M01AH02,M01AH02,M01AH02 - rofecoxib
REF_CLASS_ATC:M01AH03,M01AH03,M01AH03 - valdecoxib
REF_CLASS_ATC:M01AH04,M01AH04,M01AH04 - parecoxib
REF_CLASS_ATC:M01AH05,M01AH05,M01AH05 - etoricoxib
REF_CLASS_ATC:M01AH06,M01AH06,M01AH06 - lumiracoxib
REF_CLASS_ATC:M01AX01,M01AX01,M01AX01 - nabumetone
REF_CLASS_ATC:M01AX02,M01AX02,M01AX02 - niflumic acid
REF_CLASS_ATC:M01AX04,M01AX04,M01AX04 - azapropazone
REF_CLASS_ATC:M01AX05,M01AX05,M01AX05 - glucosamine
REF_CLASS_ATC:M01AX07,M01AX07,M01AX07 - benzydamine
REF_CLASS_ATC:M01AX13,M01AX13,M01AX13 - proquazone
REF_CLASS_ATC:M01AX17,M01AX17,M01AX17 - nimesulide
REF_CLASS_ATC:M01AX18,M01AX18,M01AX18 - feprazone
REF_CLASS_ATC:M01AX21,M01AX21,M01AX21 - diacerein
REF_CLASS_ATC:M01AX25,M01AX25,M01AX25 - chondroitin sulfate
REF_CLASS_ATC:M01BA03,M01BA03,M01BA03 - acetylsalicylic acid and corticosteroids
REF_CLASS_ATC:M01CB01,M01CB01,M01CB01 - sodium aurothiomalate
REF_CLASS_ATC:M01CB03,M01CB03,M01CB03 - auranofin
REF_CLASS_ATC:M01CC01,M01CC01,M01CC01 - penicillamine
REF_CLASS_ATC:M02AA01,M02AA01,M02AA01 - phenylbutazone
REF_CLASS_ATC:M02AA05,M02AA05,M02AA05 - benzydamine
REF_CLASS_ATC:M02AA06,M02AA06,M02AA06 - etofenamate
REF_CLASS_ATC:M02AA07,M02AA07,M02AA07 - piroxicam
REF_CLASS_ATC:M02AA08,M02AA08,M02AA08 - felbinac
REF_CLASS_ATC:M02AA09,M02AA09,M02AA09 - bufexamac
REF_CLASS_ATC:M02AA10,M02AA10,M02AA10 - ketoprofen
REF_CLASS_ATC:M02AA11,M02AA11,M02AA11 - bendazac
REF_CLASS_ATC:M02AA12,M02AA12,M02AA12 - naproxen
REF_CLASS_ATC:M02AA13,M02AA13,M02AA13 - ibuprofen
REF_CLASS_ATC:M02AA14,M02AA14,M02AA14 - fentiazac
REF_CLASS_ATC:M02AA15,M02AA15,M02AA15 - diclofenac
REF_CLASS_ATC:M02AA17,M02AA17,M02AA17 - niflumic acid
REF_CLASS_ATC:M02AA19,M02AA19,M02AA19 - flurbiprofen
REF_CLASS_ATC:M02AA23,M02AA23,M02AA23 - indometacin
REF_CLASS_ATC:M02AA25,M02AA25,M02AA25 - aceclofenac
REF_CLASS_ATC:M02AA26,M02AA26,M02AA26 - nimesulide
REF_CLASS_ATC:M02AA28,M02AA28,M02AA28 - piketoprofen
REF_CLASS_ATC:M02AX10,M02AX10,M02AX10 - various
REF_CLASS_ATC:M03AB01,M03AB01,M03AB01 - suxamethonium
REF_CLASS_ATC:M03AC01,M03AC01,M03AC01 - pancuronium
REF_CLASS_ATC:M03AC03,M03AC03,M03AC03 - vecuronium
REF_CLASS_ATC:M03AC04,M03AC04,M03AC04 - atracurium
REF_CLASS_ATC:M03AC09,M03AC09,M03AC09 - rocuronium bromide
REF_CLASS_ATC:M03AC10,M03AC10,M03AC10 - mivacurium chloride
REF_CLASS_ATC:M03AC11,M03AC11,M03AC11 - cisatracurium
REF_CLASS_ATC:M03AX01,M03AX01,M03AX01 - botulinum toxin
REF_CLASS_ATC:M03BA03,M03BA03,M03BA03 - methocarbamol
REF_CLASS_ATC:M03BA53,M03BA53,"M03BA53 - methocarbamol, combinations excl. psycholeptics"
REF_CLASS_ATC:M03BC01,M03BC01,M03BC01 - orphenadrine (citrate)
REF_CLASS_ATC:M03BX01,M03BX01,M03BX01 - baclofen
REF_CLASS_ATC:M03BX02,M03BX02,M03BX02 - tizanidine
REF_CLASS_ATC:M03BX05,M03BX05,M03BX05 - thiocolchicoside
REF_CLASS_ATC:M03BX07,M03BX07,M03BX07 - tetrazepam
REF_CLASS_ATC:M03BX08,M03BX08,M03BX08 - cyclobenzaprine
REF_CLASS_ATC:M03BX55,M03BX55,"M03BX55 - thiocolchicoside, combinations"
REF_CLASS_ATC:M03CA01,M03CA01,M03CA01 - dantrolene
REF_CLASS_ATC:M04AA01,M04AA01,M04AA01 - allopurinol
REF_CLASS_ATC:M04AA03,M04AA03,M04AA03 - febuxostat
REF_CLASS_ATC:M04AA51,M04AA51,"M04AA51 - allopurinol, combinations"
REF_CLASS_ATC:M04AB02,M04AB02,M04AB02 - sulfinpyrazone
REF_CLASS_ATC:M04AB03,M04AB03,M04AB03 - benzbromarone
REF_CLASS_ATC:M04AC01,M04AC01,M04AC01 - colchicine
REF_CLASS_ATC:M04AX02,M04AX02,M04AX02 - pegloticase
REF_CLASS_ATC:M05BA01,M05BA01,M05BA01 - etidronic acid
REF_CLASS_ATC:M05BA02,M05BA02,M05BA02 - clodronic acid
REF_CLASS_ATC:M05BA03,M05BA03,M05BA03 - pamidronic acid
REF_CLASS_ATC:M05BA04,M05BA04,M05BA04 - alendronic acid
REF_CLASS_ATC:M05BA05,M05BA05,M05BA05 - tiludronic acid
REF_CLASS_ATC:M05BA06,M05BA06,M05BA06 - ibandronic acid
REF_CLASS_ATC:M05BA07,M05BA07,M05BA07 - risedronic acid
REF_CLASS_ATC:M05BA08,M05BA08,M05BA08 - zoledronic acid
REF_CLASS_ATC:M05BB03,M05BB03,M05BB03 - alendronic acid and colecalciferol
REF_CLASS_ATC:M05BB05,M05BB05,"M05BB05 - alendronic acid, calcium and colecalciferol, sequential"
REF_CLASS_ATC:M05BB06,M05BB06,"M05BB06 - alendronic acid and alfacalcidol, sequential"
REF_CLASS_ATC:M05BB08,M05BB08,"M05BB08 - zoledronic acid, calcium and colecalciferol, sequential"
REF_CLASS_ATC:M05BC01,M05BC01,M05BC01 - dibotermin alfa
REF_CLASS_ATC:M05BC02,M05BC02,M05BC02 - eptotermin alfa
REF_CLASS_ATC:M05BX03,M05BX03,M05BX03 - strontium ranelate
REF_CLASS_ATC:M05BX04,M05BX04,M05BX04 - denosumab
REF_CLASS_ATC:M05BX05,M05BX05,M05BX05 - burosumab
REF_CLASS_ATC:M05BX06,M05BX06,M05BX06 - romosozumab
REF_CLASS_ATC:M09AB02,M09AB02,M09AB02 - collagenase clostridium histolyticum
REF_CLASS_ATC:M09AX01,M09AX01,M09AX01 - hyaluronic acid
REF_CLASS_ATC:M09AX02,M09AX02,"M09AX02 - chondrocytes, autologous"
REF_CLASS_ATC:M09AX03,M09AX03,M09AX03 - ataluren
REF_CLASS_ATC:M09AX07,M09AX07,M09AX07 - nusinersen
REF_CLASS_ATC:M09AX09,M09AX09,M09AX09 - onasemnogene abeparvovec
REF_CLASS_ATC:M09AX10,M09AX10,M09AX10 - risdiplam
REF_CLASS_ATC:M09AX14,M09AX14,M09AX14 - givinostat
REF_CLASS_ATC:N01AB01,N01AB01,N01AB01 - halothane
REF_CLASS_ATC:N01AB02,N01AB02,N01AB02 - chloroform
REF_CLASS_ATC:N01AB04,N01AB04,N01AB04 - enflurane
REF_CLASS_ATC:N01AB06,N01AB06,N01AB06 - isoflurane
REF_CLASS_ATC:N01AB07,N01AB07,N01AB07 - desflurane
REF_CLASS_ATC:N01AB08,N01AB08,N01AB08 - sevoflurane
REF_CLASS_ATC:N01AF03,N01AF03,N01AF03 - thiopental
REF_CLASS_ATC:N01AH01,N01AH01,N01AH01 - fentanyl
REF_CLASS_ATC:N01AH02,N01AH02,N01AH02 - alfentanil
REF_CLASS_ATC:N01AH03,N01AH03,N01AH03 - sufentanil
REF_CLASS_ATC:N01AH06,N01AH06,N01AH06 - remifentanil
REF_CLASS_ATC:N01AX03,N01AX03,N01AX03 - ketamine
REF_CLASS_ATC:N01AX07,N01AX07,N01AX07 - etomidate
REF_CLASS_ATC:N01AX10,N01AX10,N01AX10 - propofol
REF_CLASS_ATC:N01AX13,N01AX13,N01AX13 - nitrous oxide
REF_CLASS_ATC:N01AX63,N01AX63,"N01AX63 - nitrous oxide, combinations"
REF_CLASS_ATC:N01BA02,N01BA02,N01BA02 - procaine
REF_CLASS_ATC:N01BA03,N01BA03,N01BA03 - tetracaine
REF_CLASS_ATC:N01BA04,N01BA04,N01BA04 - chloroprocaine
REF_CLASS_ATC:N01BA05,N01BA05,N01BA05 - benzocaine
REF_CLASS_ATC:N01BA52,N01BA52,"N01BA52 - procaine, combinations"
REF_CLASS_ATC:N01BB01,N01BB01,N01BB01 - bupivacaine
REF_CLASS_ATC:N01BB02,N01BB02,N01BB02 - lidocaine
REF_CLASS_ATC:N01BB03,N01BB03,N01BB03 - mepivacaine
REF_CLASS_ATC:N01BB09,N01BB09,N01BB09 - ropivacaine
REF_CLASS_ATC:N01BB10,N01BB10,N01BB10 - levobupivacaine
REF_CLASS_ATC:N01BB20,N01BB20,N01BB20 - combinations
REF_CLASS_ATC:N01BB51,N01BB51,"N01BB51 - bupivacaine, combinations"
REF_CLASS_ATC:N01BB52,N01BB52,"N01BB52 - lidocaine, combinations"
REF_CLASS_ATC:N01BB53,N01BB53,"N01BB53 - mepivacaine, combinations"
REF_CLASS_ATC:N01BB54,N01BB54,"N01BB54 - prilocaine, combinations"
REF_CLASS_ATC:N01BB58,N01BB58,"N01BB58 - articaine, combinations"
REF_CLASS_ATC:N01BX04,N01BX04,N01BX04 - capsaicin
REF_CLASS_ATC:N02AA01,N02AA01,N02AA01 - morphine
REF_CLASS_ATC:N02AA03,N02AA03,N02AA03 - hydromorphone
REF_CLASS_ATC:N02AA05,N02AA05,N02AA05 - oxycodone
REF_CLASS_ATC:N02AA08,N02AA08,N02AA08 - dihydrocodeine
REF_CLASS_ATC:N02AA55,N02AA55,N02AA55 - oxycodone and naloxone
REF_CLASS_ATC:N02AB02,N02AB02,N02AB02 - pethidine
REF_CLASS_ATC:N02AB03,N02AB03,N02AB03 - fentanyl
REF_CLASS_ATC:N02AC04,N02AC04,N02AC04 - dextropropoxyphene
REF_CLASS_ATC:N02AD01,N02AD01,N02AD01 - pentazocine
REF_CLASS_ATC:N02AE01,N02AE01,N02AE01 - buprenorphine
REF_CLASS_ATC:N02AF02,N02AF02,N02AF02 - nalbuphine
REF_CLASS_ATC:N02AJ06,N02AJ06,N02AJ06 - codeine and paracetamol
REF_CLASS_ATC:N02AJ08,N02AJ08,N02AJ08 - codeine and ibuprofen
REF_CLASS_ATC:N02AJ13,N02AJ13,N02AJ13 - tramadol and paracetamol
REF_CLASS_ATC:N02AJ14,N02AJ14,N02AJ14 - tramadol and dexketoprofen
REF_CLASS_ATC:N02AX02,N02AX02,N02AX02 - tramadol
REF_CLASS_ATC:N02AX06,N02AX06,N02AX06 - tapentadol
REF_CLASS_ATC:N02BA01,N02BA01,N02BA01 - acetylsalicylic acid
REF_CLASS_ATC:N02BA03,N02BA03,N02BA03 - choline salicylate
REF_CLASS_ATC:N02BA08,N02BA08,N02BA08 - morpholine salicylate
REF_CLASS_ATC:N02BA10,N02BA10,N02BA10 - benorilate
REF_CLASS_ATC:N02BA11,N02BA11,N02BA11 - diflunisal
REF_CLASS_ATC:N02BA51,N02BA51,"N02BA51 - acetylsalicylic acid, combinations excl. psycholeptics"
REF_CLASS_ATC:N02BA71,N02BA71,"N02BA71 - acetylsalicylic acid, combinations with psycholeptics"
REF_CLASS_ATC:N02BB02,N02BB02,N02BB02 - metamizole sodium
REF_CLASS_ATC:N02BB04,N02BB04,N02BB04 - propyphenazone
REF_CLASS_ATC:N02BB51,N02BB51,"N02BB51 - phenazone, combinations excl. psycholeptics"
REF_CLASS_ATC:N02BB54,N02BB54,"N02BB54 - propyphenazone, combinations excl. psycholeptics"
REF_CLASS_ATC:N02BE01,N02BE01,N02BE01 - paracetamol
REF_CLASS_ATC:N02BE05,N02BE05,N02BE05 - propacetamol
REF_CLASS_ATC:N02BE51,N02BE51,"N02BE51 - paracetamol, combinations excl. psycholeptics"
REF_CLASS_ATC:N02BE71,N02BE71,"N02BE71 - paracetamol, combinations with psycholeptics"
REF_CLASS_ATC:N02BF01,N02BF01,N02BF01 - gabapentin
REF_CLASS_ATC:N02BF02,N02BF02,N02BF02 - pregabalin
REF_CLASS_ATC:N02BG04,N02BG04,N02BG04 - floctafenine
REF_CLASS_ATC:N02BG06,N02BG06,N02BG06 - nefopam
REF_CLASS_ATC:N02BG07,N02BG07,N02BG07 - flupirtine
REF_CLASS_ATC:N02BG08,N02BG08,N02BG08 - ziconotide
REF_CLASS_ATC:N02BG09,N02BG09,N02BG09 - methoxyflurane
REF_CLASS_ATC:N02BG10,N02BG10,N02BG10 - cannabinoids
REF_CLASS_ATC:N02CA01,N02CA01,N02CA01 - dihydroergotamine
REF_CLASS_ATC:N02CA02,N02CA02,N02CA02 - ergotamine
REF_CLASS_ATC:N02CA07,N02CA07,N02CA07 - lisuride
REF_CLASS_ATC:N02CA52,N02CA52,"N02CA52 - ergotamine, combinations excl. psycholeptics"
REF_CLASS_ATC:N02CC01,N02CC01,N02CC01 - sumatriptan
REF_CLASS_ATC:N02CC02,N02CC02,N02CC02 - naratriptan
REF_CLASS_ATC:N02CC03,N02CC03,N02CC03 - zolmitriptan
REF_CLASS_ATC:N02CC04,N02CC04,N02CC04 - rizatriptan
REF_CLASS_ATC:N02CC05,N02CC05,N02CC05 - almotriptan
REF_CLASS_ATC:N02CC06,N02CC06,N02CC06 - eletriptan
REF_CLASS_ATC:N02CC07,N02CC07,N02CC07 - frovatriptan
REF_CLASS_ATC:N02CC08,N02CC08,N02CC08 - lasmiditan
REF_CLASS_ATC:N02CD01,N02CD01,N02CD01 - erenumab
REF_CLASS_ATC:N02CD02,N02CD02,N02CD02 - galcanezumab
REF_CLASS_ATC:N02CD03,N02CD03,N02CD03 - fremanezumab
REF_CLASS_ATC:N02CD05,N02CD05,N02CD05 - eptinezumab
REF_CLASS_ATC:N02CD07,N02CD07,N02CD07 - atogepant
REF_CLASS_ATC:N02CX01,N02CX01,N02CX01 - pizotifen
REF_CLASS_ATC:N03AA02,N03AA02,N03AA02 - phenobarbital
REF_CLASS_ATC:N03AA03,N03AA03,N03AA03 - primidone
REF_CLASS_ATC:N03AB02,N03AB02,N03AB02 - phenytoin
REF_CLASS_ATC:N03AB05,N03AB05,N03AB05 - fosphenytoin
REF_CLASS_ATC:N03AB52,N03AB52,"N03AB52 - phenytoin, combinations"
REF_CLASS_ATC:N03AE01,N03AE01,N03AE01 - clonazepam
REF_CLASS_ATC:N03AF01,N03AF01,N03AF01 - carbamazepine
REF_CLASS_ATC:N03AF02,N03AF02,N03AF02 - oxcarbazepine
REF_CLASS_ATC:N03AF03,N03AF03,N03AF03 - rufinamide
REF_CLASS_ATC:N03AF04,N03AF04,N03AF04 - eslicarbazepine
REF_CLASS_ATC:N03AG01,N03AG01,N03AG01 - valproic acid
REF_CLASS_ATC:N03AG03,N03AG03,N03AG03 - aminobutyric acid
REF_CLASS_ATC:N03AG04,N03AG04,N03AG04 - vigabatrin
REF_CLASS_ATC:N03AG06,N03AG06,N03AG06 - tiagabine
REF_CLASS_ATC:N03AX03,N03AX03,N03AX03 - sultiame
REF_CLASS_ATC:N03AX09,N03AX09,N03AX09 - lamotrigine
REF_CLASS_ATC:N03AX10,N03AX10,N03AX10 - felbamate
REF_CLASS_ATC:N03AX11,N03AX11,N03AX11 - topiramate
REF_CLASS_ATC:N03AX14,N03AX14,N03AX14 - levetiracetam
REF_CLASS_ATC:N03AX15,N03AX15,N03AX15 - zonisamide
REF_CLASS_ATC:N03AX17,N03AX17,N03AX17 - stiripentol
REF_CLASS_ATC:N03AX18,N03AX18,N03AX18 - lacosamide
REF_CLASS_ATC:N03AX21,N03AX21,N03AX21 - retigabine
REF_CLASS_ATC:N03AX22,N03AX22,N03AX22 - perampanel
REF_CLASS_ATC:N03AX23,N03AX23,N03AX23 - brivaracetam
REF_CLASS_ATC:N03AX24,N03AX24,N03AX24 - cannabidiol
REF_CLASS_ATC:N03AX27,N03AX27,N03AX27 - ganaxolone
REF_CLASS_ATC:N04AA01,N04AA01,N04AA01 - trihexyphenidyl
REF_CLASS_ATC:N04AA02,N04AA02,N04AA02 - biperiden
REF_CLASS_ATC:N04AC01,N04AC01,N04AC01 - benzatropine
REF_CLASS_ATC:N04BA01,N04BA01,N04BA01 - levodopa
REF_CLASS_ATC:N04BA02,N04BA02,N04BA02 - levodopa and decarboxylase inhibitor
REF_CLASS_ATC:N04BA03,N04BA03,"N04BA03 - levodopa, decarboxylase inhibitor and COMT inhibitor"
REF_CLASS_ATC:N04BB01,N04BB01,N04BB01 - amantadine
REF_CLASS_ATC:N04BC01,N04BC01,N04BC01 - bromocriptine
REF_CLASS_ATC:N04BC02,N04BC02,N04BC02 - pergolide
REF_CLASS_ATC:N04BC03,N04BC03,N04BC03 - dihydroergocryptine mesylate
REF_CLASS_ATC:N04BC04,N04BC04,N04BC04 - ropinirole
REF_CLASS_ATC:N04BC05,N04BC05,N04BC05 - pramipexole
REF_CLASS_ATC:N04BC06,N04BC06,N04BC06 - cabergoline
REF_CLASS_ATC:N04BC07,N04BC07,N04BC07 - apomorphine
REF_CLASS_ATC:N04BC08,N04BC08,N04BC08 - piribedil
REF_CLASS_ATC:N04BC09,N04BC09,N04BC09 - rotigotine
REF_CLASS_ATC:N04BD01,N04BD01,N04BD01 - selegiline
REF_CLASS_ATC:N04BD02,N04BD02,N04BD02 - rasagiline
REF_CLASS_ATC:N04BD03,N04BD03,N04BD03 - safinamide
REF_CLASS_ATC:N04BX01,N04BX01,N04BX01 - tolcapone
REF_CLASS_ATC:N04BX02,N04BX02,N04BX02 - entacapone
REF_CLASS_ATC:N04BX04,N04BX04,N04BX04 - opicapone
REF_CLASS_ATC:N05AA01,N05AA01,N05AA01 - chlorpromazine
REF_CLASS_ATC:N05AA02,N05AA02,N05AA02 - levomepromazine
REF_CLASS_ATC:N05AA06,N05AA06,N05AA06 - cyamemazine
REF_CLASS_ATC:N05AB02,N05AB02,N05AB02 - fluphenazine
REF_CLASS_ATC:N05AC02,N05AC02,N05AC02 - thioridazine
REF_CLASS_ATC:N05AD01,N05AD01,N05AD01 - haloperidol
REF_CLASS_ATC:N05AD03,N05AD03,N05AD03 - melperone
REF_CLASS_ATC:N05AD06,N05AD06,N05AD06 - bromperidol
REF_CLASS_ATC:N05AD08,N05AD08,N05AD08 - droperidol
REF_CLASS_ATC:N05AE03,N05AE03,N05AE03 - sertindole
REF_CLASS_ATC:N05AE04,N05AE04,N05AE04 - ziprasidone
REF_CLASS_ATC:N05AE05,N05AE05,N05AE05 - lurasidone
REF_CLASS_ATC:N05AF01,N05AF01,N05AF01 - flupentixol
REF_CLASS_ATC:N05AF05,N05AF05,N05AF05 - zuclopenthixol
REF_CLASS_ATC:N05AG01,N05AG01,N05AG01 - fluspirilene
REF_CLASS_ATC:N05AG02,N05AG02,N05AG02 - pimozide
REF_CLASS_ATC:N05AG03,N05AG03,N05AG03 - penfluridol
REF_CLASS_ATC:N05AH01,N05AH01,N05AH01 - loxapine
REF_CLASS_ATC:N05AH02,N05AH02,N05AH02 - clozapine
REF_CLASS_ATC:N05AH03,N05AH03,N05AH03 - olanzapine
REF_CLASS_ATC:N05AH04,N05AH04,N05AH04 - quetiapine
REF_CLASS_ATC:N05AH05,N05AH05,N05AH05 - asenapine
REF_CLASS_ATC:N05AL01,N05AL01,N05AL01 - sulpiride
REF_CLASS_ATC:N05AL02,N05AL02,N05AL02 - sultopride
REF_CLASS_ATC:N05AL03,N05AL03,N05AL03 - tiapride
REF_CLASS_ATC:N05AL05,N05AL05,N05AL05 - amisulpride
REF_CLASS_ATC:N05AL06,N05AL06,N05AL06 - veralipride
REF_CLASS_ATC:N05AN01,N05AN01,N05AN01 - lithium
REF_CLASS_ATC:N05AX08,N05AX08,N05AX08 - risperidone
REF_CLASS_ATC:N05AX11,N05AX11,N05AX11 - zotepine
REF_CLASS_ATC:N05AX12,N05AX12,N05AX12 - aripiprazole
REF_CLASS_ATC:N05AX13,N05AX13,N05AX13 - paliperidone
REF_CLASS_ATC:N05AX15,N05AX15,N05AX15 - cariprazine
REF_CLASS_ATC:N05AX16,N05AX16,N05AX16 - brexpiprazole
REF_CLASS_ATC:N05BA01,N05BA01,N05BA01 - diazepam
REF_CLASS_ATC:N05BA02,N05BA02,N05BA02 - chlordiazepoxide
REF_CLASS_ATC:N05BA03,N05BA03,N05BA03 - medazepam
REF_CLASS_ATC:N05BA04,N05BA04,N05BA04 - oxazepam
REF_CLASS_ATC:N05BA05,N05BA05,N05BA05 - potassium clorazepate
REF_CLASS_ATC:N05BA06,N05BA06,N05BA06 - lorazepam
REF_CLASS_ATC:N05BA08,N05BA08,N05BA08 - bromazepam
REF_CLASS_ATC:N05BA09,N05BA09,N05BA09 - clobazam
REF_CLASS_ATC:N05BA10,N05BA10,N05BA10 - ketazolam
REF_CLASS_ATC:N05BA11,N05BA11,N05BA11 - prazepam
REF_CLASS_ATC:N05BA12,N05BA12,N05BA12 - alprazolam
REF_CLASS_ATC:N05BA13,N05BA13,N05BA13 - halazepam
REF_CLASS_ATC:N05BA16,N05BA16,N05BA16 - nordazepam
REF_CLASS_ATC:N05BA18,N05BA18,N05BA18 - ethyl loflazepate
REF_CLASS_ATC:N05BA21,N05BA21,N05BA21 - clotiazepam
REF_CLASS_ATC:N05BA22,N05BA22,N05BA22 - cloxazolam
REF_CLASS_ATC:N05BA23,N05BA23,N05BA23 - tofisopam
REF_CLASS_ATC:N05BB01,N05BB01,N05BB01 - hydroxyzine
REF_CLASS_ATC:N05BB51,N05BB51,"N05BB51 - hydroxyzine, combinations"
REF_CLASS_ATC:N05BC01,N05BC01,N05BC01 - meprobamate
REF_CLASS_ATC:N05BD01,N05BD01,N05BD01 - benzoctamine
REF_CLASS_ATC:N05BE01,N05BE01,N05BE01 - buspirone
REF_CLASS_ATC:N05BX05,N05BX05,N05BX05 - Lavandulae aetheroleum
REF_CLASS_ATC:N05CA06,N05CA06,N05CA06 - secobarbital
REF_CLASS_ATC:N05CA21,N05CA21,N05CA21 - allobarbital
REF_CLASS_ATC:N05CB01,N05CB01,N05CB01 - combinations of barbiturates
REF_CLASS_ATC:N05CB02,N05CB02,N05CB02 - barbiturates in combination with other drugs
