value,code,label
REF_CLASS_ATC:C10AA02,C10AA02,C10AA02 - lovastatin
REF_CLASS_ATC:C10AA03,C10AA03,C10AA03 - pravastatin
REF_CLASS_ATC:C10AA04,C10AA04,C10AA04 - fluvastatin
REF_CLASS_ATC:C10AA05,C10AA05,C10AA05 - atorvastatin
REF_CLASS_ATC:C10AA06,C10AA06,C10AA06 - cerivastatin
REF_CLASS_ATC:C10AA07,C10AA07,C10AA07 - rosuvastatin
REF_CLASS_ATC:C10AA08,C10AA08,C10AA08 - pitavastatin
REF_CLASS_ATC:C10AB01,C10AB01,C10AB01 - clofibrate
REF_CLASS_ATC:C10AB02,C10AB02,C10AB02 - bezafibrate
REF_CLASS_ATC:C10AB04,C10AB04,C10AB04 - gemfibrozil
REF_CLASS_ATC:C10AB05,C10AB05,C10AB05 - fenofibrate
REF_CLASS_ATC:C10AB08,C10AB08,C10AB08 - ciprofibrate
REF_CLASS_ATC:C10AB09,C10AB09,C10AB09 - etofibrate
REF_CLASS_ATC:C10AC01,C10AC01,C10AC01 - colestyramine
REF_CLASS_ATC:C10AC02,C10AC02,C10AC02 - colestipol
REF_CLASS_ATC:C10AC04,C10AC04,C10AC04 - colesevelam
REF_CLASS_ATC:C10AD02,C10AD02,C10AD02 - nicotinic acid
REF_CLASS_ATC:C10AD06,C10AD06,C10AD06 - acipimox
REF_CLASS_ATC:C10AD52,C10AD52,"C10AD52 - nicotinic acid, combinations"
REF_CLASS_ATC:C10AX02,C10AX02,C10AX02 - probucol
REF_CLASS_ATC:C10AX03,C10AX03,C10AX03 - tiadenol
REF_CLASS_ATC:C10AX06,C10AX06,C10AX06 - omega-3-triglycerides incl. other esters and acids
REF_CLASS_ATC:C10AX09,C10AX09,C10AX09 - ezetimibe
REF_CLASS_ATC:C10AX10,C10AX10,C10AX10 - alipogene tiparvovec
REF_CLASS_ATC:C10AX12,C10AX12,C10AX12 - lomitapide
REF_CLASS_ATC:C10AX13,C10AX13,C10AX13 - evolocumab
REF_CLASS_ATC:C10AX14,C10AX14,C10AX14 - alirocumab
REF_CLASS_ATC:C10AX15,C10AX15,C10AX15 - bempedoic acid
REF_CLASS_ATC:C10AX16,C10AX16,C10AX16 - inclisiran
REF_CLASS_ATC:C10AX17,C10AX17,C10AX17 - evinacumab
REF_CLASS_ATC:C10AX18,C10AX18,C10AX18 - volanesorsen
REF_CLASS_ATC:C10BA02,C10BA02,C10BA02 - simvastatin and ezetimibe
REF_CLASS_ATC:C10BA03,C10BA03,C10BA03 - pravastatin and fenofibrate
REF_CLASS_ATC:C10BA04,C10BA04,C10BA04 - simvastatin and fenofibrate
REF_CLASS_ATC:C10BA05,C10BA05,C10BA05 - atorvastatin and ezetimibe
REF_CLASS_ATC:C10BA06,C10BA06,C10BA06 - rosuvastatin and ezetimibe
REF_CLASS_ATC:C10BA09,C10BA09,C10BA09 - rosuvastatin and fenofibrate
REF_CLASS_ATC:C10BA13,C10BA13,C10BA13 - pitavastatin and ezetimibe
REF_CLASS_ATC:C10BX02,C10BX02,C10BX02 - pravastatin and acetylsalicylic acid
REF_CLASS_ATC:C10BX03,C10BX03,C10BX03 - atorvastatin and amlodipine
REF_CLASS_ATC:C10BX05,C10BX05,C10BX05 - rosuvastatin and acetylsalicylic acid
REF_CLASS_ATC:C10BX06,C10BX06,"C10BX06 - atorvastatin, acetylsalicylic acid and ramipril"
REF_CLASS_ATC:C10BX09,C10BX09,C10BX09 - rosuvastatin and amlodipine
REF_CLASS_ATC:C10BX10,C10BX10,C10BX10 - rosuvastatin and valsartan
REF_CLASS_ATC:C10BX11,C10BX11,"C10BX11 - atorvastatin, amlodipine and perindopril"
REF_CLASS_ATC:C10BX17,C10BX17,C10BX17 - rosuvastatin and ramipril
REF_CLASS_ATC:C10BX18,C10BX18,"C10BX18 - atorvastatin, amlodipine and ramipril"
REF_CLASS_ATC:C10BX19,C10BX19,"C10BX19 - atorvastatin, amlodipine and candesartan"
REF_CLASS_ATC:C10BX21,C10BX21,C10BX21 - rosuvastatin and perindopril
REF_CLASS_ATC:D01AA01,D01AA01,D01AA01 - nystatin
REF_CLASS_ATC:D01AA02,D01AA02,D01AA02 - natamycin
REF_CLASS_ATC:D01AC01,D01AC01,D01AC01 - clotrimazole
REF_CLASS_ATC:D01AC02,D01AC02,D01AC02 - miconazole
REF_CLASS_ATC:D01AC03,D01AC03,D01AC03 - econazole
REF_CLASS_ATC:D01AC05,D01AC05,D01AC05 - isoconazole
REF_CLASS_ATC:D01AC07,D01AC07,D01AC07 - tioconazole
REF_CLASS_ATC:D01AC08,D01AC08,D01AC08 - ketoconazole
REF_CLASS_ATC:D01AC10,D01AC10,D01AC10 - bifonazole
REF_CLASS_ATC:D01AC11,D01AC11,D01AC11 - oxiconazole
REF_CLASS_ATC:D01AC12,D01AC12,D01AC12 - fenticonazole
REF_CLASS_ATC:D01AC13,D01AC13,D01AC13 - omoconazole
REF_CLASS_ATC:D01AC14,D01AC14,D01AC14 - sertaconazole
REF_CLASS_ATC:D01AC16,D01AC16,D01AC16 - flutrimazole
REF_CLASS_ATC:D01AC20,D01AC20,D01AC20 - imidazoles/triazoles in combination with corticosteroids
REF_CLASS_ATC:D01AC60,D01AC60,"D01AC60 - bifonazole, combinations"
REF_CLASS_ATC:D01AE04,D01AE04,D01AE04 - undecylenic acid
REF_CLASS_ATC:D01AE12,D01AE12,D01AE12 - salicylic acid
REF_CLASS_ATC:D01AE13,D01AE13,D01AE13 - selenium sulfide
REF_CLASS_ATC:D01AE14,D01AE14,D01AE14 - ciclopirox
REF_CLASS_ATC:D01AE15,D01AE15,D01AE15 - terbinafine
REF_CLASS_ATC:D01AE16,D01AE16,D01AE16 - amorolfine
REF_CLASS_ATC:D01AE18,D01AE18,D01AE18 - tolnaftate
REF_CLASS_ATC:D01AE19,D01AE19,D01AE19 - tolciclate
REF_CLASS_ATC:D01AE23,D01AE23,D01AE23 - butenafine
REF_CLASS_ATC:D01BA01,D01BA01,D01BA01 - griseofulvin
REF_CLASS_ATC:D01BA02,D01BA02,D01BA02 - terbinafine
REF_CLASS_ATC:D02AE01,D02AE01,D02AE01 - carbamide
REF_CLASS_ATC:D02AE51,D02AE51,"D02AE51 - carbamide, combinations"
REF_CLASS_ATC:D02BB02,D02BB02,D02BB02 - afamelanotide
REF_CLASS_ATC:D03AX02,D03AX02,D03AX02 - dextranomer
REF_CLASS_ATC:D03AX03,D03AX03,D03AX03 - dexpanthenol
REF_CLASS_ATC:D03AX05,D03AX05,D03AX05 - hyaluronic acid
REF_CLASS_ATC:D03AX06,D03AX06,D03AX06 - becaplermin
REF_CLASS_ATC:D03AX13,D03AX13,D03AX13 - Betulae cortex
REF_CLASS_ATC:D03AX16,D03AX16,D03AX16 - beremagene geperpavec
REF_CLASS_ATC:D03BA01,D03BA01,D03BA01 - trypsin
REF_CLASS_ATC:D03BA03,D03BA03,D03BA03 - bromelains
REF_CLASS_ATC:D04AA10,D04AA10,D04AA10 - promethazine
REF_CLASS_ATC:D04AA13,D04AA13,D04AA13 - dimetindene
REF_CLASS_ATC:D04AA14,D04AA14,D04AA14 - clemastine
REF_CLASS_ATC:D04AA32,D04AA32,D04AA32 - diphenhydramine
REF_CLASS_ATC:D04AA34,D04AA34,D04AA34 - chlorphenoxamine
REF_CLASS_ATC:D04AB01,D04AB01,D04AB01 - lidocaine
REF_CLASS_ATC:D04AB02,D04AB02,D04AB02 - cinchocaine
REF_CLASS_ATC:D04AB04,D04AB04,D04AB04 - benzocaine
REF_CLASS_ATC:D05AC01,D05AC01,D05AC01 - dithranol
REF_CLASS_ATC:D05AC51,D05AC51,"D05AC51 - dithranol, combinations"
REF_CLASS_ATC:D05AX02,D05AX02,D05AX02 - calcipotriol
REF_CLASS_ATC:D05AX03,D05AX03,D05AX03 - calcitriol
REF_CLASS_ATC:D05AX04,D05AX04,D05AX04 - tacalcitol
REF_CLASS_ATC:D05AX52,D05AX52,"D05AX52 - calcipotriol, combinations"
REF_CLASS_ATC:D05BA01,D05BA01,D05BA01 - trioxysalen
REF_CLASS_ATC:D05BB02,D05BB02,D05BB02 - acitretin
REF_CLASS_ATC:D06AA02,D06AA02,D06AA02 - chlortetracycline
REF_CLASS_ATC:D06AA04,D06AA04,D06AA04 - tetracycline
REF_CLASS_ATC:D06AX01,D06AX01,D06AX01 - fusidic acid
REF_CLASS_ATC:D06AX02,D06AX02,D06AX02 - chloramphenicol
REF_CLASS_ATC:D06AX04,D06AX04,D06AX04 - neomycin
REF_CLASS_ATC:D06AX05,D06AX05,D06AX05 - bacitracin
REF_CLASS_ATC:D06AX07,D06AX07,D06AX07 - gentamicin
REF_CLASS_ATC:D06AX09,D06AX09,D06AX09 - mupirocin
REF_CLASS_ATC:D06AX11,D06AX11,D06AX11 - rifaximin
REF_CLASS_ATC:D06AX13,D06AX13,D06AX13 - retapamulin
REF_CLASS_ATC:D06BA01,D06BA01,D06BA01 - silver sulfadiazine
REF_CLASS_ATC:D06BB01,D06BB01,D06BB01 - idoxuridine
REF_CLASS_ATC:D06BB02,D06BB02,D06BB02 - tromantadine
REF_CLASS_ATC:D06BB03,D06BB03,D06BB03 - aciclovir
REF_CLASS_ATC:D06BB04,D06BB04,D06BB04 - podophyllotoxin
REF_CLASS_ATC:D06BB10,D06BB10,D06BB10 - imiquimod
REF_CLASS_ATC:D06BB11,D06BB11,D06BB11 - docosanol
REF_CLASS_ATC:D06BB12,D06BB12,D06BB12 - sinecatechins
REF_CLASS_ATC:D06BX01,D06BX01,D06BX01 - metronidazole
REF_CLASS_ATC:D06BX02,D06BX02,D06BX02 - ingenol mebutate
REF_CLASS_ATC:D07AA02,D07AA02,D07AA02 - hydrocortisone
REF_CLASS_ATC:D07AB01,D07AB01,D07AB01 - clobetasone
REF_CLASS_ATC:D07AB02,D07AB02,D07AB02 - hydrocortisone butyrate
REF_CLASS_ATC:D07AB07,D07AB07,D07AB07 - fluprednidene
REF_CLASS_ATC:D07AB08,D07AB08,D07AB08 - desonide
REF_CLASS_ATC:D07AB10,D07AB10,D07AB10 - alclometasone
REF_CLASS_ATC:D07AB11,D07AB11,D07AB11 - hydrocortisone buteprate
REF_CLASS_ATC:D07AB19,D07AB19,D07AB19 - dexamethasone
REF_CLASS_ATC:D07AC01,D07AC01,D07AC01 - betamethasone
REF_CLASS_ATC:D07AC04,D07AC04,D07AC04 - fluocinolone acetonide
REF_CLASS_ATC:D07AC06,D07AC06,D07AC06 - diflucortolone
REF_CLASS_ATC:D07AC08,D07AC08,D07AC08 - fluocinonide
REF_CLASS_ATC:D07AC09,D07AC09,D07AC09 - budesonide
REF_CLASS_ATC:D07AC10,D07AC10,D07AC10 - diflorasone
REF_CLASS_ATC:D07AC12,D07AC12,D07AC12 - halometasone
REF_CLASS_ATC:D07AC13,D07AC13,D07AC13 - mometasone
REF_CLASS_ATC:D07AC14,D07AC14,D07AC14 - methylprednisolone aceponate
REF_CLASS_ATC:D07AC15,D07AC15,D07AC15 - beclometasone
REF_CLASS_ATC:D07AC16,D07AC16,D07AC16 - hydrocortisone aceponate
REF_CLASS_ATC:D07AC17,D07AC17,D07AC17 - fluticasone
REF_CLASS_ATC:D07AD01,D07AD01,D07AD01 - clobetasol
REF_CLASS_ATC:D07BA04,D07BA04,D07BA04 - hydrocortisone and antiseptics
REF_CLASS_ATC:D07BB01,D07BB01,D07BB01 - flumetasone and antiseptics
REF_CLASS_ATC:D07BB02,D07BB02,D07BB02 - desonide and antiseptics
REF_CLASS_ATC:D07BB04,D07BB04,D07BB04 - hydrocortisone butyrate and antiseptics
REF_CLASS_ATC:D07BC02,D07BC02,D07BC02 - fluocinolone acetonide and antiseptics
REF_CLASS_ATC:D07BC04,D07BC04,D07BC04 - diflucortolone and antiseptics
REF_CLASS_ATC:D07CA01,D07CA01,D07CA01 - hydrocortisone and antibiotics
REF_CLASS_ATC:D07CA03,D07CA03,D07CA03 - prednisolone and antibiotics
REF_CLASS_ATC:D07CB01,D07CB01,D07CB01 - triamcinolone and antibiotics
REF_CLASS_ATC:D07CB02,D07CB02,D07CB02 - fluprednidene and antibiotics
REF_CLASS_ATC:D07CB04,D07CB04,D07CB04 - dexamethasone and antibiotics
REF_CLASS_ATC:D07CC01,D07CC01,D07CC01 - betamethasone and antibiotics
REF_CLASS_ATC:D07CC02,D07CC02,D07CC02 - fluocinolone acetonide and antibiotics
REF_CLASS_ATC:D07CC04,D07CC04,D07CC04 - beclometasone and antibiotics
REF_CLASS_ATC:D07CD01,D07CD01,D07CD01 - clobetasol and antibiotics
REF_CLASS_ATC:D07XA02,D07XA02,D07XA02 - prednisolone
REF_CLASS_ATC:D07XB01,D07XB01,D07XB01 - flumetasone
REF_CLASS_ATC:D07XB05,D07XB05,D07XB05 - dexamethasone
REF_CLASS_ATC:D07XC01,D07XC01,D07XC01 - betamethasone
REF_CLASS_ATC:D08AC02,D08AC02,D08AC02 - chlorhexidine
REF_CLASS_ATC:D08AC04,D08AC04,D08AC04 - hexamidine
REF_CLASS_ATC:D08AC52,D08AC52,"D08AC52 - chlorhexidine, combinations"
REF_CLASS_ATC:D08AE02,D08AE02,D08AE02 - policresulen
REF_CLASS_ATC:D08AE04,D08AE04,D08AE04 - triclosan
REF_CLASS_ATC:D08AE05,D08AE05,D08AE05 - chloroxylenol
REF_CLASS_ATC:D08AF01,D08AF01,D08AF01 - nitrofural
REF_CLASS_ATC:D08AG02,D08AG02,D08AG02 - povidone-iodine
REF_CLASS_ATC:D08AG03,D08AG03,D08AG03 - iodine
REF_CLASS_ATC:D08AH03,D08AH03,D08AH03 - oxyquinoline
REF_CLASS_ATC:D08AH30,D08AH30,D08AH30 - clioquinol
REF_CLASS_ATC:D08AJ01,D08AJ01,D08AJ01 - benzalkonium
REF_CLASS_ATC:D08AJ03,D08AJ03,D08AJ03 - cetylpyridinium
REF_CLASS_ATC:D08AJ04,D08AJ04,D08AJ04 - cetrimide
REF_CLASS_ATC:D08AJ57,D08AJ57,"D08AJ57 - octenidine, combinations"
REF_CLASS_ATC:D08AX01,D08AX01,D08AX01 - hydrogen peroxide
REF_CLASS_ATC:D08AX53,D08AX53,"D08AX53 - propanol, combinations"
REF_CLASS_ATC:D09AB01,D09AB01,D09AB01 - zinc bandage without supplements
REF_CLASS_ATC:D10AB02,D10AB02,D10AB02 - sulfur
REF_CLASS_ATC:D10AD01,D10AD01,D10AD01 - tretinoin
REF_CLASS_ATC:D10AD03,D10AD03,D10AD03 - adapalene
REF_CLASS_ATC:D10AD04,D10AD04,D10AD04 - isotretinoin
REF_CLASS_ATC:D10AD06,D10AD06,D10AD06 - trifarotene
REF_CLASS_ATC:D10AD53,D10AD53,"D10AD53 - adapalene, combinations"
REF_CLASS_ATC:D10AE01,D10AE01,D10AE01 - benzoyl peroxide
REF_CLASS_ATC:D10AE51,D10AE51,"D10AE51 - benzoyl peroxide, combinations"
REF_CLASS_ATC:D10AF01,D10AF01,D10AF01 - clindamycin
REF_CLASS_ATC:D10AF02,D10AF02,D10AF02 - erythromycin
REF_CLASS_ATC:D10AF51,D10AF51,"D10AF51 - clindamycin, combinations"
REF_CLASS_ATC:D10AF52,D10AF52,"D10AF52 - erythromycin, combinations"
REF_CLASS_ATC:D10AX02,D10AX02,D10AX02 - resorcinol
REF_CLASS_ATC:D10AX03,D10AX03,D10AX03 - azelaic acid
REF_CLASS_ATC:D10AX06,D10AX06,D10AX06 - clascoterone
REF_CLASS_ATC:D10BA01,D10BA01,D10BA01 - isotretinoin
REF_CLASS_ATC:D11AC01,D11AC01,D11AC01 - cetrimide
REF_CLASS_ATC:D11AC03,D11AC03,D11AC03 - selenium compounds
REF_CLASS_ATC:D11AC06,D11AC06,D11AC06 - povidone-iodine
REF_CLASS_ATC:D11AC08,D11AC08,D11AC08 - sulfur compounds
REF_CLASS_ATC:D11AC30,D11AC30,D11AC30 - others
REF_CLASS_ATC:D11AH01,D11AH01,D11AH01 - tacrolimus
REF_CLASS_ATC:D11AH02,D11AH02,D11AH02 - pimecrolimus
REF_CLASS_ATC:D11AH04,D11AH04,D11AH04 - alitretinoin
REF_CLASS_ATC:D11AH05,D11AH05,D11AH05 - dupilumab
REF_CLASS_ATC:D11AH06,D11AH06,D11AH06 - crisaborole
REF_CLASS_ATC:D11AH07,D11AH07,D11AH07 - tralokinumab
REF_CLASS_ATC:D11AH09,D11AH09,D11AH09 - ruxolitinib
REF_CLASS_ATC:D11AH12,D11AH12,D11AH12 - nemolizumab
REF_CLASS_ATC:D11AX01,D11AX01,D11AX01 - minoxidil
REF_CLASS_ATC:D11AX10,D11AX10,D11AX10 - finasteride
REF_CLASS_ATC:D11AX11,D11AX11,D11AX11 - hydroquinone
REF_CLASS_ATC:D11AX12,D11AX12,D11AX12 - pyrithione zinc
REF_CLASS_ATC:D11AX16,D11AX16,D11AX16 - eflornithine
REF_CLASS_ATC:D11AX18,D11AX18,D11AX18 - diclofenac
REF_CLASS_ATC:D11AX21,D11AX21,D11AX21 - brimonidine
REF_CLASS_ATC:D11AX22,D11AX22,D11AX22 - ivermectin
REF_CLASS_ATC:G01AA01,G01AA01,G01AA01 - nystatin
REF_CLASS_ATC:G01AA02,G01AA02,G01AA02 - natamycin
REF_CLASS_ATC:G01AA09,G01AA09,G01AA09 - mepartricin
REF_CLASS_ATC:G01AA10,G01AA10,G01AA10 - clindamycin
REF_CLASS_ATC:G01AA51,G01AA51,"G01AA51 - nystatin, combinations"
REF_CLASS_ATC:G01AC05,G01AC05,G01AC05 - dequalinium
REF_CLASS_ATC:G01AD01,G01AD01,G01AD01 - lactic acid
REF_CLASS_ATC:G01AF01,G01AF01,G01AF01 - metronidazole
REF_CLASS_ATC:G01AF02,G01AF02,G01AF02 - clotrimazole
REF_CLASS_ATC:G01AF04,G01AF04,G01AF04 - miconazole
REF_CLASS_ATC:G01AF05,G01AF05,G01AF05 - econazole
REF_CLASS_ATC:G01AF07,G01AF07,G01AF07 - isoconazole
REF_CLASS_ATC:G01AF08,G01AF08,G01AF08 - tioconazole
REF_CLASS_ATC:G01AF11,G01AF11,G01AF11 - ketoconazole
REF_CLASS_ATC:G01AF12,G01AF12,G01AF12 - fenticonazole
REF_CLASS_ATC:G01AF16,G01AF16,G01AF16 - omoconazole
REF_CLASS_ATC:G01AG02,G01AG02,G01AG02 - terconazole
REF_CLASS_ATC:G01AX03,G01AX03,G01AX03 - policresulen
REF_CLASS_ATC:G01AX05,G01AX05,G01AX05 - nifuratel
REF_CLASS_ATC:G01AX06,G01AX06,G01AX06 - furazolidone
REF_CLASS_ATC:G01AX11,G01AX11,G01AX11 - povidone-iodine
REF_CLASS_ATC:G01AX12,G01AX12,G01AX12 - ciclopirox
REF_CLASS_ATC:G01AX14,G01AX14,G01AX14 - lactobacillus
REF_CLASS_ATC:G02AB01,G02AB01,G02AB01 - methylergometrine
REF_CLASS_ATC:G02AD01,G02AD01,G02AD01 - dinoprost
REF_CLASS_ATC:G02AD02,G02AD02,G02AD02 - dinoprostone
REF_CLASS_ATC:G02AD05,G02AD05,G02AD05 - sulprostone
REF_CLASS_ATC:G02AD06,G02AD06,G02AD06 - misoprostol
REF_CLASS_ATC:G02BA03,G02BA03,G02BA03 - plastic IUD with progestogen
REF_CLASS_ATC:G02BB01,G02BB01,G02BB01 - vaginal ring with progestogen and estrogen
REF_CLASS_ATC:G02CA01,G02CA01,G02CA01 - ritodrine
REF_CLASS_ATC:G02CA02,G02CA02,G02CA02 - buphenine
REF_CLASS_ATC:G02CB01,G02CB01,G02CB01 - bromocriptine
REF_CLASS_ATC:G02CB02,G02CB02,G02CB02 - lisuride
REF_CLASS_ATC:G02CB03,G02CB03,G02CB03 - cabergoline
REF_CLASS_ATC:G02CB04,G02CB04,G02CB04 - quinagolide
REF_CLASS_ATC:G02CC02,G02CC02,G02CC02 - naproxen
REF_CLASS_ATC:G02CC03,G02CC03,G02CC03 - benzydamine
REF_CLASS_ATC:G02CX01,G02CX01,G02CX01 - atosiban
REF_CLASS_ATC:G02CX04,G02CX04,G02CX04 - Cimicifugae rhizoma
REF_CLASS_ATC:G02CX06,G02CX06,G02CX06 - fezolinetant
REF_CLASS_ATC:G03AA07,G03AA07,G03AA07 - levonorgestrel and ethinylestradiol
REF_CLASS_ATC:G03AA09,G03AA09,G03AA09 - desogestrel and ethinylestradiol
REF_CLASS_ATC:G03AA10,G03AA10,G03AA10 - gestodene and ethinylestradiol
REF_CLASS_ATC:G03AA11,G03AA11,G03AA11 - norgestimate and ethinylestradiol
REF_CLASS_ATC:G03AA12,G03AA12,G03AA12 - drospirenone and ethinylestradiol
REF_CLASS_ATC:G03AA13,G03AA13,G03AA13 - norelgestromin and ethinylestradiol
REF_CLASS_ATC:G03AA14,G03AA14,G03AA14 - nomegestrol and estradiol
REF_CLASS_ATC:G03AA15,G03AA15,G03AA15 - chlormadinone and ethinylestradiol
REF_CLASS_ATC:G03AA16,G03AA16,G03AA16 - dienogest and ethinylestradiol
REF_CLASS_ATC:G03AB03,G03AB03,G03AB03 - levonorgestrel and ethinylestradiol
REF_CLASS_ATC:G03AB04,G03AB04,G03AB04 - norethisterone and ethinylestradiol
REF_CLASS_ATC:G03AB05,G03AB05,G03AB05 - desogestrel and ethinylestradiol
REF_CLASS_ATC:G03AB06,G03AB06,G03AB06 - gestodene and ethinylestradiol
REF_CLASS_ATC:G03AB08,G03AB08,G03AB08 - dienogest and estradiol
REF_CLASS_ATC:G03AC01,G03AC01,G03AC01 - norethisterone
REF_CLASS_ATC:G03AC02,G03AC02,G03AC02 - lynestrenol
REF_CLASS_ATC:G03AC03,G03AC03,G03AC03 - levonorgestrel
REF_CLASS_ATC:G03AC06,G03AC06,G03AC06 - medroxyprogesterone
REF_CLASS_ATC:G03AC08,G03AC08,G03AC08 - etonogestrel
REF_CLASS_ATC:G03AC09,G03AC09,G03AC09 - desogestrel
REF_CLASS_ATC:G03AC10,G03AC10,G03AC10 - drospirenone
REF_CLASS_ATC:G03AD01,G03AD01,G03AD01 - levonorgestrel
REF_CLASS_ATC:G03AD02,G03AD02,G03AD02 - ulipristal
REF_CLASS_ATC:G03BA03,G03BA03,G03BA03 - testosterone
REF_CLASS_ATC:G03BB01,G03BB01,G03BB01 - mesterolone
REF_CLASS_ATC:G03CA01,G03CA01,G03CA01 - ethinylestradiol
REF_CLASS_ATC:G03CA03,G03CA03,G03CA03 - estradiol
REF_CLASS_ATC:G03CA04,G03CA04,G03CA04 - estriol
REF_CLASS_ATC:G03CA09,G03CA09,G03CA09 - promestriene
REF_CLASS_ATC:G03CA53,G03CA53,"G03CA53 - estradiol, combinations"
REF_CLASS_ATC:G03CA57,G03CA57,G03CA57 - conjugated estrogens
REF_CLASS_ATC:G03CB01,G03CB01,G03CB01 - dienestrol
REF_CLASS_ATC:G03CC07,G03CC07,G03CC07 - conjugated estrogens and bazedoxifene
REF_CLASS_ATC:G03CX01,G03CX01,G03CX01 - tibolone
REF_CLASS_ATC:G03DA02,G03DA02,G03DA02 - medroxyprogesterone
REF_CLASS_ATC:G03DA03,G03DA03,G03DA03 - hydroxyprogesterone
REF_CLASS_ATC:G03DA04,G03DA04,G03DA04 - progesterone
REF_CLASS_ATC:G03DB01,G03DB01,G03DB01 - dydrogesterone
REF_CLASS_ATC:G03DB04,G03DB04,G03DB04 - nomegestrol
REF_CLASS_ATC:G03DB07,G03DB07,G03DB07 - promegestone
REF_CLASS_ATC:G03DB08,G03DB08,G03DB08 - dienogest
REF_CLASS_ATC:G03DC02,G03DC02,G03DC02 - norethisterone
REF_CLASS_ATC:G03FA01,G03FA01,G03FA01 - norethisterone and estrogen
REF_CLASS_ATC:G03FA04,G03FA04,G03FA04 - progesterone and estrogen
REF_CLASS_ATC:G03FA06,G03FA06,G03FA06 - etynodiol and estrogen
REF_CLASS_ATC:G03FA07,G03FA07,G03FA07 - lynestrenol and estrogen
REF_CLASS_ATC:G03FA11,G03FA11,G03FA11 - levonorgestrel and estrogen
REF_CLASS_ATC:G03FA12,G03FA12,G03FA12 - medroxyprogesterone and estrogen
REF_CLASS_ATC:G03FA14,G03FA14,G03FA14 - dydrogesterone and estrogen
REF_CLASS_ATC:G03FA15,G03FA15,G03FA15 - dienogest and estrogen
REF_CLASS_ATC:G03FA17,G03FA17,G03FA17 - drospirenone and estrogen
REF_CLASS_ATC:G03FB01,G03FB01,G03FB01 - norgestrel and estrogen
REF_CLASS_ATC:G03FB05,G03FB05,G03FB05 - norethisterone and estrogen
REF_CLASS_ATC:G03FB06,G03FB06,G03FB06 - medroxyprogesterone and estrogen
REF_CLASS_ATC:G03FB07,G03FB07,G03FB07 - medrogestone and estrogen
REF_CLASS_ATC:G03FB08,G03FB08,G03FB08 - dydrogesterone and estrogen
REF_CLASS_ATC:G03FB09,G03FB09,G03FB09 - levonorgestrel and estrogen
REF_CLASS_ATC:G03FB11,G03FB11,G03FB11 - trimegestone and estrogen
REF_CLASS_ATC:G03GA01,G03GA01,G03GA01 - chorionic gonadotrophin
REF_CLASS_ATC:G03GA02,G03GA02,G03GA02 - human menopausal gonadotrophin
REF_CLASS_ATC:G03GA04,G03GA04,G03GA04 - urofollitropin
REF_CLASS_ATC:G03GA05,G03GA05,G03GA05 - follitropin alfa
REF_CLASS_ATC:G03GA06,G03GA06,G03GA06 - follitropin beta
REF_CLASS_ATC:G03GA07,G03GA07,G03GA07 - lutropin alfa
REF_CLASS_ATC:G03GA08,G03GA08,G03GA08 - choriogonadotropin alfa
REF_CLASS_ATC:G03GA09,G03GA09,G03GA09 - corifollitropin alfa
REF_CLASS_ATC:G03GA10,G03GA10,G03GA10 - follitropin delta
REF_CLASS_ATC:G03GA30,G03GA30,G03GA30 - combinations
REF_CLASS_ATC:G03GB02,G03GB02,G03GB02 - clomifene
REF_CLASS_ATC:G03HA01,G03HA01,G03HA01 - cyproterone
REF_CLASS_ATC:G03HB01,G03HB01,G03HB01 - cyproterone and estrogen
REF_CLASS_ATC:G03XA01,G03XA01,G03XA01 - danazol
REF_CLASS_ATC:G03XA02,G03XA02,G03XA02 - gestrinone
REF_CLASS_ATC:G03XB01,G03XB01,G03XB01 - mifepristone
REF_CLASS_ATC:G03XB02,G03XB02,G03XB02 - ulipristal
REF_CLASS_ATC:G03XC01,G03XC01,G03XC01 - raloxifene
REF_CLASS_ATC:G03XC02,G03XC02,G03XC02 - bazedoxifene
REF_CLASS_ATC:G03XC03,G03XC03,G03XC03 - lasofoxifene
REF_CLASS_ATC:G03XC05,G03XC05,G03XC05 - ospemifene
REF_CLASS_ATC:G04BD01,G04BD01,G04BD01 - emepronium
REF_CLASS_ATC:G04BD02,G04BD02,G04BD02 - flavoxate
REF_CLASS_ATC:G04BD04,G04BD04,G04BD04 - oxybutynin
REF_CLASS_ATC:G04BD06,G04BD06,G04BD06 - propiverine
REF_CLASS_ATC:G04BD07,G04BD07,G04BD07 - tolterodine
REF_CLASS_ATC:G04BD08,G04BD08,G04BD08 - solifenacin
REF_CLASS_ATC:G04BD09,G04BD09,G04BD09 - trospium
REF_CLASS_ATC:G04BD10,G04BD10,G04BD10 - darifenacin
REF_CLASS_ATC:G04BD11,G04BD11,G04BD11 - fesoterodine
REF_CLASS_ATC:G04BD12,G04BD12,G04BD12 - mirabegron
REF_CLASS_ATC:G04BD15,G04BD15,G04BD15 - vibegron
REF_CLASS_ATC:G04BE01,G04BE01,G04BE01 - alprostadil
REF_CLASS_ATC:G04BE03,G04BE03,G04BE03 - sildenafil
REF_CLASS_ATC:G04BE04,G04BE04,G04BE04 - yohimbine
REF_CLASS_ATC:G04BE07,G04BE07,G04BE07 - apomorphine
REF_CLASS_ATC:G04BE08,G04BE08,G04BE08 - tadalafil
REF_CLASS_ATC:G04BE09,G04BE09,G04BE09 - vardenafil
